Field_001	Motor_001	Timestamp_001	Sample1_X_001	Sample1_Y_001	Sample2_X_001	Sample2_Y_001	Sample_T_001
-3.499974789E+1	3.420000000E+3	3.974118399E-2	7.925592945E-4	-1.532340102E-4	1.927138423E-3	4.659037571E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	7.825379600E-2	7.918151678E-4	-1.534313633E-4	1.927145058E-3	4.659870639E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	1.200885190E-1	7.909173728E-4	-1.535062329E-4	1.927156700E-3	4.660953302E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	1.576681540E-1	7.902108482E-4	-1.534463663E-4	1.927146688E-3	4.661792889E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	1.931365110E-1	7.895723102E-4	-1.532967144E-4	1.927128295E-3	4.662569147E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	2.251013630E-1	7.888570544E-4	-1.530015143E-4	1.927082776E-3	4.663448781E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	2.631542870E-1	7.883118815E-4	-1.526561828E-4	1.927010366E-3	4.664278589E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	2.972716130E-1	7.878254983E-4	-1.522118546E-4	1.926905476E-3	4.665159620E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	3.348297930E-1	7.874434814E-4	-1.516960474E-4	1.926783705E-3	4.665881861E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	3.668327910E-1	7.871848065E-4	-1.511375012E-4	1.926620258E-3	4.666675814E-3	1.761200000E+0
-3.499974789E+1	3.420000000E+3	4.008764940E-1	7.870503468E-4	-1.505549008E-4	1.926440163E-3	4.667487927E-3	1.761100000E+0
-3.499974789E+1	3.420000000E+3	4.381306690E-1	7.870406844E-4	-1.499206410E-4	1.926246681E-3	4.668267909E-3	1.761100000E+0
-3.499974789E+1	3.420000000E+3	4.758195810E-1	7.871910930E-4	-1.492053852E-4	1.926065073E-3	4.668967333E-3	1.761100000E+0
-3.499974789E+1	3.420000000E+3	5.201315390E-1	7.875862648E-4	-1.483765955E-4	1.925832475E-3	4.669807851E-3	1.761100000E+0
-3.499974789E+1	3.420000000E+3	5.560955130E-1	7.879967452E-4	-1.478258491E-4	1.925633056E-3	4.670433700E-3	1.761100000E+0
-3.499974789E+1	3.420000000E+3	5.946432420E-1	7.886221283E-4	-1.472144068E-4	1.925431192E-3	4.671027884E-3	1.761100000E+0
-3.499974789E+1	3.420000000E+3	6.317371520E-1	7.892927388E-4	-1.467225084E-4	1.925235381E-3	4.671517760E-3	1.761100000E+0
-3.499974789E+1	3.420000000E+3	6.652355760E-1	7.900537457E-4	-1.462896762E-4	1.924984157E-3	4.672034644E-3	1.761100000E+0
-3.499974789E+1	3.420000000E+3	7.189431160E-1	7.913234877E-4	-1.457594190E-4	1.924550626E-3	4.672784824E-3	1.761100000E+0
-3.499974789E+1	3.420000000E+3	7.530621780E-1	7.922479999E-4	-1.454769954E-4	1.924233045E-3	4.673269112E-3	1.761100000E+0
-3.499965774E+1	3.420000000E+3	7.886187010E-1	7.932141889E-4	-1.452472788E-4	1.923765638E-3	4.674002528E-3	1.761100000E+0
-3.499965774E+1	3.420000000E+3	8.326868130E-1	7.944194367E-4	-1.450265991E-4	1.923374599E-3	4.674640950E-3	1.761100000E+0
-3.499965774E+1	3.420000000E+3	8.677986020E-1	7.954325993E-4	-1.448770927E-4	1.922960975E-3	4.675352015E-3	1.761100000E+0
-3.499965774E+1	3.420000000E+3	9.206507120E-1	7.970841252E-4	-1.446588576E-4	1.922317897E-3	4.676546436E-3	1.761100000E+0
-3.499956760E+1	3.420000000E+3	9.986073530E-1	7.992172032E-4	-1.443163783E-4	1.921493909E-3	4.678189289E-3	1.761100000E+0
-3.499956760E+1	3.420000000E+3	1.035698089E+0	8.001342067E-4	-1.441058848E-4	1.921120449E-3	4.679003730E-3	1.761100000E+0
-3.499956760E+1	3.420000000E+3	1.069308099E+0	8.010300226E-4	-1.438370382E-4	1.920709969E-3	4.679996055E-3	1.761000000E+0
-3.499956760E+1	3.420000000E+3	1.120796563E+0	8.022790426E-4	-1.433078141E-4	1.920204377E-3	4.681428429E-3	1.761000000E+0
-3.499956760E+1	3.420000000E+3	1.159398994E+0	8.032133919E-4	-1.427324460E-4	1.919778064E-3	4.682857543E-3	1.761000000E+0
-3.499956760E+1	3.420000000E+3	1.220864819E+0	8.041274850E-4	-1.419140317E-4	1.919395290E-3	4.684474785E-3	1.761000000E+0
-3.499956760E+1	3.420000000E+3	1.255058462E+0	8.046205039E-4	-1.412809797E-4	1.919183880E-3	4.685664084E-3	1.761000000E+0
-3.499956760E+1	3.420000000E+3	1.293085444E+0	8.050420438E-4	-1.405075745E-4	1.919062575E-3	4.686845001E-3	1.761000000E+0
-3.499956760E+1	3.420000000E+3	1.330902829E+0	8.053040365E-4	-1.397330343E-4	1.919036964E-3	4.687977955E-3	1.761000000E+0
-3.499965774E+1	3.420000000E+3	1.367847628E+0	8.054269129E-4	-1.389639801E-4	1.919123460E-3	4.688970745E-3	1.761000000E+0
-3.499965774E+1	3.420000000E+3	1.420661748E+0	8.053545607E-4	-1.377126318E-4	1.919462695E-3	4.690290894E-3	1.761000000E+0
-3.499965774E+1	3.420000000E+3	1.457357132E+0	8.051275509E-4	-1.369141828E-4	1.919852919E-3	4.690999165E-3	1.761000000E+0
-3.499965774E+1	3.420000000E+3	1.494529938E+0	8.047813899E-4	-1.361854374E-4	1.920268056E-3	4.691421986E-3	1.761000000E+0
-3.499965774E+1	3.420000000E+3	1.533895765E+0	8.042908739E-4	-1.354760607E-4	1.920862473E-3	4.691714887E-3	1.761000000E+0
-3.499965774E+1	3.420000000E+3	1.577215570E+0	8.034819621E-4	-1.346676145E-4	1.921584131E-3	4.691739101E-3	1.761000000E+0
