Field_001	Motor_001	Timestamp_001	Sample1_X_001	Sample1_Y_001	Sample2_X_001	Sample2_Y_001	Sample_T_001
3.499950449E+1	2.052000000E+3	4.001154199E-2	7.915812312E-4	1.112362137E-3	2.587037627E-3	3.874880262E-3	1.719100000E+0
3.499949548E+1	2.052000000E+3	8.612813300E-2	7.916975883E-4	1.112491707E-3	2.586793620E-3	3.874287475E-3	1.719100000E+0
3.499949548E+1	2.052000000E+3	1.266022440E-1	7.918094634E-4	1.112567726E-3	2.586629009E-3	3.873824375E-3	1.719100000E+0
3.499951351E+1	2.052000000E+3	1.600931750E-1	7.919364725E-4	1.112642814E-3	2.586464630E-3	3.873341251E-3	1.719100000E+0
3.499951351E+1	2.052000000E+3	1.943712170E-1	7.920586504E-4	1.112715923E-3	2.586313523E-3	3.872838337E-3	1.719100000E+0
3.499953154E+1	2.052000000E+3	2.350407630E-1	7.922029472E-4	1.112817088E-3	2.586113755E-3	3.872067435E-3	1.719100000E+0
3.499954957E+1	2.052000000E+3	2.858515250E-1	7.923472440E-4	1.112963888E-3	2.585854148E-3	3.870944027E-3	1.719100000E+0
3.499954957E+1	2.052000000E+3	3.214862080E-1	7.924112142E-4	1.113082049E-3	2.585670911E-3	3.869956126E-3	1.719100000E+0
3.499954957E+1	2.052000000E+3	3.617214180E-1	7.924338570E-4	1.113277976E-3	2.585481154E-3	3.868745174E-3	1.719100000E+0
3.499954055E+1	2.052000000E+3	4.068938360E-1	7.923929952E-4	1.113431295E-3	2.585369395E-3	3.867784981E-3	1.719100000E+0
3.499954055E+1	2.052000000E+3	4.403209890E-1	7.923145313E-4	1.113578095E-3	2.585273003E-3	3.866698360E-3	1.719100000E+0
3.499954055E+1	2.052000000E+3	4.856212810E-1	7.921056240E-4	1.113830134E-3	2.585192910E-3	3.865167499E-3	1.719100000E+0
3.499954055E+1	2.052000000E+3	5.224747590E-1	7.918691845E-4	1.114043524E-3	2.585188486E-3	3.863885300E-3	1.719100000E+0
3.499954055E+1	2.052000000E+3	5.619337680E-1	7.915986935E-4	1.114250161E-3	2.585227368E-3	3.862611949E-3	1.719100000E+0
3.499954957E+1	2.052000000E+3	5.977697200E-1	7.912800065E-4	1.114466926E-3	2.585315378E-3	3.861478297E-3	1.719100000E+0
3.499955858E+1	2.052000000E+3	6.306630700E-1	7.909179549E-4	1.114694402E-3	2.585466485E-3	3.860346275E-3	1.719100000E+0
3.499955858E+1	2.052000000E+3	6.656178420E-1	7.905186503E-4	1.114932471E-3	2.585720038E-3	3.859065007E-3	1.719100000E+0
3.499954055E+1	2.052000000E+3	7.044569980E-1	7.900372730E-4	1.115212683E-3	2.586098854E-3	3.857791657E-3	1.719100000E+0
3.499954055E+1	2.052000000E+3	7.430156060E-1	7.895391318E-4	1.115503372E-3	2.586526563E-3	3.856718773E-3	1.719200000E+0
3.499953154E+1	2.052000000E+3	7.862554070E-1	7.889808039E-4	1.115840743E-3	2.587033669E-3	3.855710849E-3	1.719200000E+0
3.499953154E+1	2.052000000E+3	8.183186910E-1	7.885603118E-4	1.116109313E-3	2.587593626E-3	3.854832379E-3	1.719200000E+0
3.499953154E+1	2.052000000E+3	8.522145710E-1	7.880872581E-4	1.116434112E-3	2.588201780E-3	3.854042152E-3	1.719200000E+0
3.499952252E+1	2.052000000E+3	8.905265800E-1	7.875818992E-4	1.116818632E-3	2.588933101E-3	3.853255184E-3	1.719200000E+0
3.499952252E+1	2.052000000E+3	9.285677400E-1	7.871377165E-4	1.117200824E-3	2.589569660E-3	3.852687776E-3	1.719200000E+0
3.499953154E+1	2.052000000E+3	9.856826590E-1	7.863710634E-4	1.118012238E-3	2.590986201E-3	3.851654706E-3	1.719200000E+0
3.499954055E+1	2.052000000E+3	1.034935963E+0	7.859347388E-4	1.118615619E-3	2.591675380E-3	3.851247253E-3	1.719200000E+0
3.499953154E+1	2.052000000E+3	1.086136766E+0	7.855246076E-4	1.119359280E-3	2.592522185E-3	3.850795329E-3	1.719200000E+0
3.499951351E+1	2.052000000E+3	1.120604004E+0	7.852838608E-4	1.119949622E-3	2.593096811E-3	3.850540379E-3	1.719200000E+0
3.499951351E+1	2.052000000E+3	1.156233687E+0	7.850875263E-4	1.120624133E-3	2.593601588E-3	3.850358538E-3	1.719200000E+0
3.499952252E+1	2.052000000E+3	1.195408095E+0	7.849632529E-4	1.121322857E-3	2.594042569E-3	3.850243986E-3	1.719200000E+0
3.499952252E+1	2.052000000E+3	1.228787015E+0	7.849129615E-4	1.122020301E-3	2.594494959E-3	3.850173671E-3	1.719200000E+0
