Field_001	Motor_001	Timestamp_001	Sample1_X_001	Sample1_Y_001	Sample2_X_001	Sample2_Y_001	Sample_T_001
3.499971183E+1	1.139985000E+3	3.990879800E-2	9.358024690E-4	1.732623787E-3	2.745176433E-3	3.065413097E-3	1.708200000E+0
3.499972084E+1	1.139985000E+3	7.976627701E-2	9.362460696E-4	1.732106786E-3	2.745175501E-3	3.064495744E-3	1.708200000E+0
3.499972084E+1	1.139985000E+3	1.174544330E-1	9.365821606E-4	1.731821452E-3	2.745266771E-3	3.063747892E-3	1.708200000E+0
3.499971183E+1	1.139985000E+3	1.518319030E-1	9.369465406E-4	1.731606666E-3	2.745462814E-3	3.062798875E-3	1.708200000E+0
3.499971183E+1	1.139985000E+3	2.030952480E-1	9.374581277E-4	1.731469994E-3	2.745874459E-3	3.061449854E-3	1.708200000E+0
3.499971183E+1	1.139985000E+3	2.371011350E-1	9.377900278E-4	1.731494442E-3	2.746235114E-3	3.060450545E-3	1.708200000E+0
3.499971183E+1	1.139985000E+3	2.705289390E-1	9.380590636E-4	1.731594093E-3	2.746658865E-3	3.059354145E-3	1.708200000E+0
3.499972084E+1	1.139985000E+3	3.061003050E-1	9.383566794E-4	1.731817145E-3	2.747116378E-3	3.058245406E-3	1.708200000E+0
3.499972986E+1	1.139985000E+3	3.413767580E-1	9.385753656E-4	1.732098870E-3	2.747591119E-3	3.057103604E-3	1.708200000E+0
3.499971183E+1	1.139985000E+3	3.784886880E-1	9.387420141E-4	1.732446603E-3	2.748038154E-3	3.056057962E-3	1.708200000E+0
3.499971183E+1	1.139985000E+3	4.122004930E-1	9.388520848E-4	1.732846838E-3	2.748467261E-3	3.055094741E-3	1.708200000E+0
3.499970281E+1	1.139985000E+3	4.484586080E-1	9.389037732E-4	1.733305398E-3	2.748835133E-3	3.054270055E-3	1.708200000E+0
3.499971183E+1	1.139985000E+3	4.825763780E-1	9.388918988E-4	1.733766054E-3	2.749230014E-3	3.053403925E-3	1.708200000E+0
3.499972084E+1	1.139985000E+3	5.190525800E-1	9.388222825E-4	1.734232181E-3	2.749567851E-3	3.052654210E-3	1.708200000E+0
3.499971183E+1	1.139985000E+3	5.548882980E-1	9.386989987E-4	1.734687714E-3	2.749830484E-3	3.052002052E-3	1.708200000E+0
3.499972084E+1	1.139985000E+3	6.037893960E-1	9.384650039E-4	1.735248952E-3	2.750106156E-3	3.051198553E-3	1.708200000E+0
3.499972084E+1	1.139985000E+3	6.399401470E-1	9.382209391E-4	1.735662110E-3	2.750223270E-3	3.050637199E-3	1.708200000E+0
3.499972084E+1	1.139985000E+3	6.792011260E-1	9.379865369E-4	1.735963509E-3	2.750256565E-3	3.050128231E-3	1.708200000E+0
3.499972084E+1	1.139985000E+3	7.142039860E-1	9.377238457E-4	1.736217295E-3	2.750200918E-3	3.049668856E-3	1.708200000E+0
3.499973887E+1	1.139985000E+3	7.514504380E-1	9.374898509E-4	1.736372709E-3	2.750032814E-3	3.049216233E-3	1.708200000E+0
3.499974789E+1	1.139985000E+3	8.041417720E-1	9.371918859E-4	1.736442442E-3	2.749715000E-3	3.048735205E-3	1.708200000E+0
3.499973887E+1	1.139985000E+3	8.379277310E-1	9.370634216E-4	1.736372476E-3	2.749342006E-3	3.048374783E-3	1.708200000E+0
3.499973887E+1	1.139985000E+3	8.774957320E-1	9.370053885E-4	1.736185164E-3	2.748933388E-3	3.048069077E-3	1.708200000E+0
3.499974789E+1	1.139985000E+3	9.145789880E-1	9.370465414E-4	1.735921833E-3	2.748483326E-3	3.047811333E-3	1.708200000E+0
3.499976591E+1	1.139985000E+3	9.507535020E-1	9.372230270E-4	1.735507976E-3	2.747998107E-3	3.047581064E-3	1.708200000E+0
3.499976591E+1	1.139985000E+3	1.003928589E+0	9.376560920E-4	1.734849066E-3	2.747346647E-3	3.047325183E-3	1.708200000E+0
3.499975690E+1	1.139985000E+3	1.040510087E+0	9.381285054E-4	1.734283753E-3	2.746922197E-3	3.047178732E-3	1.708200000E+0
3.499975690E+1	1.139985000E+3	1.078713983E+0	9.387063910E-4	1.733687241E-3	2.746533603E-3	3.047037637E-3	1.708200000E+0
3.499975690E+1	1.139985000E+3	1.116844174E+0	9.395293891E-4	1.732940203E-3	2.746242564E-3	3.046944272E-3	1.708200000E+0
3.499976591E+1	1.139985000E+3	1.150838092E+0	9.402574506E-4	1.732345438E-3	2.745967358E-3	3.046867671E-3	1.708200000E+0
3.499977493E+1	1.139985000E+3	1.203564667E+0	9.416840621E-4	1.731299562E-3	2.745659556E-3	3.046817612E-3	1.708200000E+0
3.499977493E+1	1.139985000E+3	1.238265727E+0	9.427322657E-4	1.730605611E-3	2.745537786E-3	3.046818310E-3	1.708200000E+0
3.499977493E+1	1.139985000E+3	1.274749455E+0	9.438955458E-4	1.729892101E-3	2.745529404E-3	3.046836238E-3	1.708200000E+0
3.499978394E+1	1.139985000E+3	1.308781460E+0	9.450496291E-4	1.729234355E-3	2.745624399E-3	3.046891885E-3	1.708200000E+0
