Field_001	Motor_001	Timestamp_001	Sample1_X_001	Sample1_Y_001	Sample2_X_001	Sample2_Y_001	Sample_T_001
-3.499947745E+1	2.964015000E+3	4.606994800E-2	8.184627513E-4	3.719606611E-4	2.302815905E-3	4.609892611E-3	1.719000000E+0
-3.499947745E+1	2.964015000E+3	7.704861100E-2	8.188657230E-4	3.717715445E-4	2.303055953E-3	4.610530101E-3	1.719000000E+0
-3.499947745E+1	2.964015000E+3	1.097058860E-1	8.193423273E-4	3.716690408E-4	2.303287387E-3	4.611234646E-3	1.719100000E+0
-3.499947745E+1	2.964015000E+3	1.448468620E-1	8.198262076E-4	3.716923238E-4	2.303524176E-3	4.612006247E-3	1.719100000E+0
-3.499947745E+1	2.964015000E+3	1.823273180E-1	8.204317419E-4	3.719109227E-4	2.303801011E-3	4.612983670E-3	1.719100000E+0
-3.499956760E+1	2.964015000E+3	2.405342130E-1	8.210616070E-4	3.724072012E-4	2.304111142E-3	4.614042118E-3	1.719100000E+0
-3.499956760E+1	2.964015000E+3	2.764403240E-1	8.214209229E-4	3.728583397E-4	2.304310678E-3	4.614682402E-3	1.719100000E+0
-3.499956760E+1	2.964015000E+3	3.101535020E-1	8.217545692E-4	3.734441416E-4	2.304492751E-3	4.615281243E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	3.436291590E-1	8.220256423E-4	3.741176624E-4	2.304665744E-3	4.615865648E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	3.804593260E-1	8.222203469E-4	3.748225863E-4	2.304778900E-3	4.616347607E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	4.139437800E-1	8.223551558E-4	3.756052465E-4	2.304835943E-3	4.616763908E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	4.475631830E-1	8.224181947E-4	3.764076100E-4	2.304845722E-3	4.617160652E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	4.818345040E-1	8.224161575E-4	3.771126212E-4	2.304797061E-3	4.617480095E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	5.135292110E-1	8.223591722E-4	3.778305545E-4	2.304671565E-3	4.617797676E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	5.494924530E-1	8.222417673E-4	3.785534937E-4	2.304484602E-3	4.618083592E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	5.829638080E-1	8.220750024E-4	3.792053321E-4	2.304214286E-3	4.618368112E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	6.398326170E-1	8.217322174E-4	3.800611885E-4	2.303746529E-3	4.618731327E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	6.750155150E-1	8.215027628E-4	3.804424487E-4	2.303333720E-3	4.619016778E-3	1.719000000E+0
-3.499956760E+1	2.964015000E+3	7.118887730E-1	8.212458924E-4	3.807450412E-4	2.302954905E-3	4.619259387E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	7.438718300E-1	8.210094529E-4	3.809218179E-4	2.302563516E-3	4.619518295E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	7.815690510E-1	8.207868668E-4	3.809960617E-4	2.302138833E-3	4.619813524E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	8.191403750E-1	8.206110797E-4	3.809727204E-4	2.301772125E-3	4.620051943E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	8.533037510E-1	8.204840124E-4	3.808727779E-4	2.301384229E-3	4.620277323E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	8.915912640E-1	8.204125916E-4	3.806933819E-4	2.300997963E-3	4.620441236E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	9.413847240E-1	8.204529877E-4	3.803913714E-4	2.300480614E-3	4.620514810E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.008236761E+0	8.207433275E-4	3.800162231E-4	2.299909946E-3	4.620301537E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.047085926E+0	8.210555534E-4	3.798357502E-4	2.299623797E-3	4.620016552E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.086098996E+0	8.214400732E-4	3.797240497E-4	2.299366984E-3	4.619634710E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.140413335E+0	8.221901371E-4	3.796920355E-4	2.299054759E-3	4.618856125E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.179749282E+0	8.227431099E-4	3.797674435E-4	2.298908308E-3	4.618257284E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.213968016E+0	8.234221605E-4	3.799394180E-4	2.298799111E-3	4.617522471E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.252021041E+0	8.240247844E-4	3.801492276E-4	2.298745327E-3	4.616693594E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.290092268E+0	8.248045342E-4	3.804851149E-4	2.298722509E-3	4.615757149E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.341474863E+0	8.257740992E-4	3.809866612E-4	2.298753941E-3	4.614340607E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.379467163E+0	8.264506469E-4	3.813844232E-4	2.298812848E-3	4.613250494E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.416726292E+0	8.271195111E-4	3.818141122E-4	2.298912732E-3	4.612192977E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.458622871E+0	8.277870948E-4	3.822809085E-4	2.299094107E-3	4.611046519E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.524041518E+0	8.284736541E-4	3.828164190E-4	2.299438231E-3	4.609723110E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.570671950E+0	8.287608507E-4	3.830834175E-4	2.299756045E-3	4.608945921E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.605849812E+0	8.288479876E-4	3.832085640E-4	2.300038468E-3	4.608421121E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.653769082E+0	8.287535165E-4	3.832338261E-4	2.300424734E-3	4.607915878E-3	1.719000000E+0
-3.499974789E+1	2.964015000E+3	1.687999854E+0	8.285313961E-4	3.831514041E-4	2.300762106E-3	4.607600626E-3	1.719000000E+0
-3.499965774E+1	2.964015000E+3	1.741073749E+0	8.279912872E-4	3.828871995E-4	2.301262692E-3	4.607304465E-3	1.719000000E+0
