Field_001	Motor_001	Timestamp_001	Sample1_X_001	Sample1_Y_001	Sample2_X_001	Sample2_Y_001	Sample_T_001
-3.499974789E+1	-2.280150000E+2	4.422229700E-2	9.824110893E-4	1.512952382E-3	2.247077879E-3	1.963388175E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	8.067526700E-2	9.823024739E-4	1.512929564E-3	2.247328171E-3	1.963210525E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	1.152505300E-1	9.821284329E-4	1.512953197E-3	2.247580094E-3	1.963014947E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	1.659445920E-1	9.817548562E-4	1.513084746E-3	2.247886267E-3	1.962696202E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	2.011103850E-1	9.815044468E-4	1.513210707E-3	2.248046221E-3	1.962458016E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	2.352851380E-1	9.812026983E-4	1.513398602E-3	2.248160774E-3	1.962215174E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	2.729053340E-1	9.808666073E-4	1.513658674E-3	2.248225966E-3	1.961941132E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	3.127004080E-1	9.804997826E-4	1.514020376E-3	2.248228993E-3	1.961664064E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	3.648643920E-1	9.801222477E-4	1.514516422E-3	2.248107921E-3	1.961356029E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	4.018054870E-1	9.798904648E-4	1.514916658E-3	2.247968456E-3	1.961186994E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	4.351566580E-1	9.797014063E-4	1.515325392E-3	2.247773111E-3	1.961056609E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	4.696201490E-1	9.795238730E-4	1.515802578E-3	2.247559140E-3	1.960963942E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	5.027079820E-1	9.793646168E-4	1.516326913E-3	2.247317927E-3	1.960899681E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	5.389296200E-1	9.792088531E-4	1.516920980E-3	2.247066004E-3	1.960872905E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	5.736258530E-1	9.790631011E-4	1.517498517E-3	2.246831544E-3	1.960865222E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	6.072635280E-1	9.789136238E-4	1.518046833E-3	2.246596618E-3	1.960875001E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	6.615304940E-1	9.785954608E-4	1.518960460E-3	2.246286021E-3	1.960880589E-3	1.722100000E+0
-3.499974789E+1	-2.280150000E+2	6.963292400E-1	9.783202549E-4	1.519523212E-3	2.246089745E-3	1.960864291E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	7.334091340E-1	9.779515676E-4	1.520071412E-3	2.245904412E-3	1.960845664E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	7.705279110E-1	9.775073267E-4	1.520539052E-3	2.245750045E-3	1.960828202E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	8.033499430E-1	9.770308388E-4	1.520891674E-3	2.245613839E-3	1.960830996E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	8.365213230E-1	9.763898561E-4	1.521206344E-3	2.245474840E-3	1.960863126E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	8.735256940E-1	9.755435167E-4	1.521432423E-3	2.245320473E-3	1.960921101E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	9.187051430E-1	9.743638220E-4	1.521502971E-3	2.245203592E-3	1.960989088E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	9.638109050E-1	9.731384926E-4	1.521358732E-3	2.245037817E-3	1.961090602E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.003171044E+0	9.719574009E-4	1.521055470E-3	2.244905336E-3	1.961201196E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.039388109E+0	9.707378340E-4	1.520597725E-3	2.244761912E-3	1.961355098E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.078911330E+0	9.693991742E-4	1.519939513E-3	2.244641772E-3	1.961545320E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.115437566E+0	9.680861258E-4	1.519137295E-3	2.244559582E-3	1.961784670E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.162937450E+0	9.666512487E-4	1.518072328E-3	2.244516974E-3	1.962112030E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.196806001E+0	9.655598551E-4	1.517109107E-3	2.244540956E-3	1.962467097E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.233590225E+0	9.644788224E-4	1.515986980E-3	2.244591480E-3	1.962838229E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.272180592E+0	9.636217146E-4	1.514928299E-3	2.244662494E-3	1.963203074E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.306368029E+0	9.629160631E-4	1.513870666E-3	2.244749107E-3	1.963575836E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.354429063E+0	9.622064536E-4	1.512411516E-3	2.244857140E-3	1.964079915E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.392342133E+0	9.619267075E-4	1.511346782E-3	2.244936069E-3	1.964497613E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.432785277E+0	9.619078482E-4	1.510547474E-3	2.244984964E-3	1.964894589E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.468379788E+0	9.620979545E-4	1.509880764E-3	2.245027572E-3	1.965271076E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.502936618E+0	9.625190869E-4	1.509345719E-3	2.245099284E-3	1.965770731E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.562008613E+0	9.636459872E-4	1.508870861E-3	2.245269483E-3	1.966511598E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.600906116E+0	9.645647951E-4	1.508820336E-3	2.245440381E-3	1.966968179E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.634326206E+0	9.656473412E-4	1.508942689E-3	2.245698823E-3	1.967500895E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.677957287E+0	9.671470034E-4	1.509309397E-3	2.246086020E-3	1.968079945E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.738669694E+0	9.696696070E-4	1.510240720E-3	2.246814547E-3	1.968881348E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.800022329E+0	9.722087998E-4	1.511423849E-3	2.247700002E-3	1.969591016E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.839963497E+0	9.741688846E-4	1.512445859E-3	2.248341218E-3	1.970007550E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.873955697E+0	9.756534710E-4	1.513264608E-3	2.248924226E-3	1.970321638E-3	1.722100000E+0
-3.499983803E+1	-2.280150000E+2	1.912834459E+0	9.774111677E-4	1.514271135E-3	2.249649027E-3	1.970650861E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	1.978040259E+0	9.801351698E-4	1.515889307E-3	2.250713762E-3	1.970974961E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.012042074E+0	9.816837264E-4	1.516835182E-3	2.251283964E-3	1.971070189E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.072358296E+0	9.836761747E-4	1.518084318E-3	2.252057660E-3	1.971042249E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.110958017E+0	9.848665213E-4	1.518862206E-3	2.252407372E-3	1.970937243E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.165616074E+0	9.862838779E-4	1.519868150E-3	2.252746606E-3	1.970641082E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.208104189E+0	9.869606001E-4	1.520433580E-3	2.252802718E-3	1.970414072E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.263338677E+0	9.875925025E-4	1.521177124E-3	2.252668841E-3	1.970094396E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.302577075E+0	9.877472185E-4	1.521612867E-3	2.252451377E-3	1.969928620E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.340316278E+0	9.876854019E-4	1.522054547E-3	2.252089558E-3	1.969814068E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.379466991E+0	9.873927338E-4	1.522491220E-3	2.251686296E-3	1.969795907E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.417322273E+0	9.868907509E-4	1.522933249E-3	2.251207130E-3	1.969862729E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.463610341E+0	9.860503487E-4	1.523492509E-3	2.250590827E-3	1.970022684E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.500192831E+0	9.851161158E-4	1.524036401E-3	2.250023885E-3	1.970245270E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.540391691E+0	9.840936400E-4	1.524606487E-3	2.249509562E-3	1.970500685E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.579221708E+0	9.829537012E-4	1.525243744E-3	2.249059267E-3	1.970792189E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.615723971E+0	9.816383245E-4	1.526002772E-3	2.248658100E-3	1.971114427E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.663607715E+0	9.798423853E-4	1.527106622E-3	2.248298377E-3	1.971511636E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.704534329E+0	9.784211870E-4	1.528052264E-3	2.248158446E-3	1.971797086E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.742100128E+0	9.771561017E-4	1.528959139E-3	2.248134930E-3	1.972058322E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.780077889E+0	9.758103406E-4	1.530003268E-3	2.248234116E-3	1.972250640E-3	1.722000000E+0
-3.499983803E+1	-2.280150000E+2	2.815224056E+0	9.745555581E-4	1.531063463E-3	2.248470671E-3	1.972409431E-3	1.722000000E+0
