Field_001	Motor_001	Timestamp_001	Sample1_X_001	Sample1_Y_001	Sample2_X_001	Sample2_Y_001	Sample_T_001
3.499958563E+1	2.280150000E+2	5.695080900E-2	9.835087694E-4	1.577815274E-3	2.134830691E-3	2.277263906E-3	1.722000000E+0
3.499959464E+1	2.280150000E+2	9.173150601E-2	9.834294906E-4	1.577668008E-3	2.135443268E-3	2.277449705E-3	1.722000000E+0
3.499959464E+1	2.280150000E+2	1.248801650E-1	9.834988741E-4	1.577586401E-3	2.136159921E-3	2.277639695E-3	1.722000000E+0
3.499958563E+1	2.280150000E+2	1.712878510E-1	9.837654652E-4	1.577578369E-3	2.136753872E-3	2.277783817E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	2.041852200E-1	9.841528954E-4	1.577641349E-3	2.137278672E-3	2.277885098E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	2.517274570E-1	9.847602341E-4	1.577787450E-3	2.137913601E-3	2.277970081E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	2.894591020E-1	9.853336960E-4	1.577950665E-3	2.138291486E-3	2.277981956E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	3.221259000E-1	9.858841077E-4	1.578122960E-3	2.138655400E-3	2.277952619E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	3.567942480E-1	9.866805049E-4	1.578397234E-3	2.139044460E-3	2.277876018E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	3.970233350E-1	9.873156669E-4	1.578641473E-3	2.139385557E-3	2.277739346E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	4.517089370E-1	9.882082231E-4	1.579047646E-3	2.139623743E-3	2.277594525E-3	1.722000000E+0
3.499961267E+1	2.280150000E+2	4.881300150E-1	9.887401247E-4	1.579363947E-3	2.139738994E-3	2.277460182E-3	1.722000000E+0
3.499961267E+1	2.280150000E+2	5.282933870E-1	9.890830843E-4	1.579655334E-3	2.139773685E-3	2.277340042E-3	1.722000000E+0
3.499961267E+1	2.280150000E+2	5.650295820E-1	9.892669041E-4	1.579939271E-3	2.139744349E-3	2.277236665E-3	1.722000000E+0
3.499961267E+1	2.280150000E+2	5.992006350E-1	9.892937960E-4	1.580229495E-3	2.139659366E-3	2.277101157E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	6.522348530E-1	9.890199872E-4	1.580676530E-3	2.139451914E-3	2.276882995E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	6.952030020E-1	9.885006584E-4	1.581065590E-3	2.139264950E-3	2.276718384E-3	1.722000000E+0
3.499961267E+1	2.280150000E+2	7.503331520E-1	9.874930838E-4	1.581581309E-3	2.138988813E-3	2.276495099E-3	1.722000000E+0
3.499961267E+1	2.280150000E+2	7.892424300E-1	9.865721222E-4	1.581964432E-3	2.138753422E-3	2.276301617E-3	1.722000000E+0
3.499961267E+1	2.280150000E+2	8.272275070E-1	9.854681557E-4	1.582377357E-3	2.138504293E-3	2.276075305E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	8.647407760E-1	9.842533618E-4	1.582802506E-3	2.138200914E-3	2.275802661E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	9.065761100E-1	9.826966561E-4	1.583325327E-3	2.137890784E-3	2.275520470E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	9.523841800E-1	9.809229523E-4	1.583909383E-3	2.137439558E-3	2.275142120E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	1.006823457E+0	9.789835894E-4	1.584549202E-3	2.136819530E-3	2.274651080E-3	1.722000000E+0
3.499959464E+1	2.280150000E+2	1.067854732E+0	9.767221054E-4	1.585313468E-3	2.136174589E-3	2.274196595E-3	1.722000000E+0
3.499959464E+1	2.280150000E+2	1.109150685E+0	9.752353071E-4	1.585838269E-3	2.135692397E-3	2.273872029E-3	1.722000000E+0
3.499958563E+1	2.280150000E+2	1.162788283E+0	9.735925123E-4	1.586455619E-3	2.135227667E-3	2.273579128E-3	1.722000000E+0
3.499959464E+1	2.280150000E+2	1.216287115E+0	9.720717790E-4	1.587097300E-3	2.134778304E-3	2.273268299E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	1.256093866E+0	9.713614709E-4	1.587448409E-3	2.134570386E-3	2.273094375E-3	1.722000000E+0
3.499958563E+1	2.280150000E+2	1.302308192E+0	9.706767159E-4	1.587873441E-3	2.134394832E-3	2.272859449E-3	1.722000000E+0
3.499958563E+1	2.280150000E+2	1.352417961E+0	9.702955140E-4	1.588269952E-3	2.134295180E-3	2.272591228E-3	1.722000000E+0
3.499959464E+1	2.280150000E+2	1.387228058E+0	9.702485986E-4	1.588533283E-3	2.134269103E-3	2.272374229E-3	1.722000000E+0
3.499959464E+1	2.280150000E+2	1.425023857E+0	9.704102413E-4	1.588768675E-3	2.134293085E-3	2.272163052E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	1.463557464E+0	9.707590216E-4	1.588969491E-3	2.134354552E-3	2.271972830E-3	1.722000000E+0
3.499960365E+1	2.280150000E+2	1.498959255E+0	9.712943574E-4	1.589148422E-3	2.134471200E-3	2.271791920E-3	1.722000000E+0
