Field_001	Motor_001	Timestamp_001	Sample1_X_001	Sample1_Y_001	Sample2_X_001	Sample2_Y_001	Sample_T_001
-3.499974789E+1	2.280015000E+3	5.090803299E-2	8.777459734E-4	1.017726609E-3	2.607631031E-3	4.100723192E-3	1.720400000E+0
-3.499974789E+1	2.280015000E+3	8.628231099E-2	8.775966125E-4	1.018293435E-3	2.607214963E-3	4.100227263E-3	1.720400000E+0
-3.499974789E+1	2.280015000E+3	1.186118940E-1	8.775300812E-4	1.018808573E-3	2.606840106E-3	4.099681974E-3	1.720400000E+0
-3.499974789E+1	2.280015000E+3	1.522659870E-1	8.775228635E-4	1.019251999E-3	2.606503665E-3	4.099101294E-3	1.720400000E+0
-3.499974789E+1	2.280015000E+3	1.865463780E-1	8.775638999E-4	1.019742805E-3	2.606153488E-3	4.098398145E-3	1.720400000E+0
-3.499974789E+1	2.280015000E+3	2.443792490E-1	8.777227486E-4	1.020569471E-3	2.605790738E-3	4.097431898E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	2.837596840E-1	8.778448100E-4	1.021046657E-3	2.605652669E-3	4.096949473E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	3.148268460E-1	8.779581403E-4	1.021470758E-3	2.605554648E-3	4.096486606E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	3.478029510E-1	8.780820062E-4	1.021956443E-3	2.605506918E-3	4.096086137E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	3.814282990E-1	8.782058721E-4	1.022532117E-3	2.605502028E-3	4.095681943E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	4.440019310E-1	8.783140220E-4	1.023311983E-3	2.605590736E-3	4.095412325E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	4.788915740E-1	8.783406229E-4	1.023830264E-3	2.605689457E-3	4.095353652E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	5.139513020E-1	8.783296798E-4	1.024328172E-3	2.605841029E-3	4.095362034E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	5.513448880E-1	8.782753139E-4	1.024873694E-3	2.606033115E-3	4.095432814E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	5.856160180E-1	8.781833458E-4	1.025386970E-3	2.606256865E-3	4.095533863E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	6.217777330E-1	8.780382341E-4	1.025941689E-3	2.606546506E-3	4.095640965E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	6.606059110E-1	8.778675110E-4	1.026434009E-3	2.606857102E-3	4.095735028E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	6.979690550E-1	8.776336326E-4	1.026967075E-3	2.607228002E-3	4.095788114E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	7.463239530E-1	8.773826994E-4	1.027427847E-3	2.607551403E-3	4.095771350E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	7.855128530E-1	8.771597059E-4	1.027767663E-3	2.607811009E-3	4.095688928E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	8.214478000E-1	8.769506239E-4	1.028036350E-3	2.608004957E-3	4.095557611E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	8.565959650E-1	8.767318795E-4	1.028267550E-3	2.608187962E-3	4.095340613E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	8.975802040E-1	8.765494567E-4	1.028416795E-3	2.608288080E-3	4.095124081E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	9.465789100E-1	8.763531223E-4	1.028515515E-3	2.608405892E-3	4.094773438E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	1.006726849E+0	8.761874633E-4	1.028465806E-3	2.608647337E-3	4.094294272E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	1.051037525E+0	8.761667996E-4	1.028371509E-3	2.608914627E-3	4.094072152E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	1.088658613E+0	8.761901991E-4	1.028214116E-3	2.609338379E-3	4.093857016E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	1.125904492E+0	8.762560319E-4	1.028028782E-3	2.609972842E-3	4.093663767E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	1.166789836E+0	8.764077211E-4	1.027727034E-3	2.610839438E-3	4.093512427E-3	1.720400000E+0
-3.499965774E+1	2.280015000E+3	1.207689606E+0	8.765816456E-4	1.027440187E-3	2.611858305E-3	4.093405791E-3	1.720400000E+0
-3.499956760E+1	2.280015000E+3	1.246599855E+0	8.768037660E-4	1.027108054E-3	2.613007557E-3	4.093340132E-3	1.720400000E+0
-3.499956760E+1	2.280015000E+3	1.285696311E+0	8.770731511E-4	1.026725979E-3	2.614291618E-3	4.093279131E-3	1.720400000E+0
-3.499956760E+1	2.280015000E+3	1.326170511E+0	8.773943409E-4	1.026277896E-3	2.615658334E-3	4.093201831E-3	1.720500000E+0
-3.499956760E+1	2.280015000E+3	1.363564450E+0	8.776990580E-4	1.025847043E-3	2.616959857E-3	4.093105905E-3	1.720500000E+0
-3.499956760E+1	2.280015000E+3	1.401368288E+0	8.780648932E-4	1.025309437E-3	2.618244616E-3	4.092963412E-3	1.720500000E+0
-3.499956760E+1	2.280015000E+3	1.446506874E+0	8.785673999E-4	1.024514553E-3	2.619868377E-3	4.092712421E-3	1.720500000E+0
-3.499965774E+1	2.280015000E+3	1.485808680E+0	8.788862033E-4	1.023964956E-3	2.620847197E-3	4.092497285E-3	1.720500000E+0
-3.499965774E+1	2.280015000E+3	1.520095140E+0	8.792515728E-4	1.023280667E-3	2.621862805E-3	4.092205316E-3	1.720500000E+0
