Field_	Motor_	Timestamp_	Sample1_X_	Sample1_Y_	Sample2_X_	Sample2_Y_	Sample_T_
-4.572716422E+0	0.000000000E+0	8.143344849E+2	7.972592139E-4	2.987121115E-4	8.105763118E-4	-6.472857203E-4	1.483500000E+0
-4.575238962E+0	0.000000000E+0	8.143745553E+2	7.972384337E-4	2.985592291E-4	8.111663628E-4	-6.477771094E-4	1.483500000E+0
-4.577083399E+0	0.000000000E+0	8.144152301E+2	7.972621243E-4	2.984247112E-4	8.117588586E-4	-6.482547615E-4	1.483500000E+0
-4.580338288E+0	0.000000000E+0	8.144655078E+2	7.973499014E-4	2.983056766E-4	8.125102613E-4	-6.488258368E-4	1.483500000E+0
-4.581911484E+0	0.000000000E+0	8.145123850E+2	7.974439068E-4	2.982509905E-4	8.129835478E-4	-6.491789827E-4	1.483600000E+0
-4.583584136E+0	0.000000000E+0	8.145661241E+2	7.976004272E-4	2.982156002E-4	8.135529933E-4	-6.495555863E-4	1.483600000E+0
-4.586025302E+0	0.000000000E+0	8.146161066E+2	7.977318019E-4	2.982232254E-4	8.139846032E-4	-6.498019793E-4	1.483700000E+0
-4.587806449E+0	0.000000000E+0	8.146648996E+2	7.978307549E-4	2.982631850E-4	8.143073646E-4	-6.499470910E-4	1.483700000E+0
-4.589804589E+0	0.000000000E+0	8.147005460E+2	7.978701033E-4	2.983119048E-4	8.145597531E-4	-6.500487798E-4	1.483700000E+0
-4.591377785E+0	0.000000000E+0	8.147384783E+2	7.978698704E-4	2.983854793E-4	8.147864137E-4	-6.501247408E-4	1.483700000E+0
-4.593023312E+0	0.000000000E+0	8.147742097E+2	7.978223148E-4	2.984685998E-4	8.149791975E-4	-6.501777098E-4	1.483700000E+0
-4.593891282E+0	0.000000000E+0	8.148187627E+2	7.976814522E-4	2.986036998E-4	8.152042283E-4	-6.502330652E-4	1.483800000E+0
-4.598502373E+0	0.000000000E+0	8.148652732E+2	7.974560722E-4	2.987605403E-4	8.153878152E-4	-6.502608303E-4	1.483800000E+0
-4.600916415E+0	0.000000000E+0	8.149069688E+2	7.971881423E-4	2.989179047E-4	8.155131363E-4	-6.502853939E-4	1.483800000E+0
-4.603466077E+0	0.000000000E+0	8.149429830E+2	7.968437858E-4	2.991004439E-4	8.156470139E-4	-6.503077457E-4	1.483800000E+0
-4.605211058E+0	0.000000000E+0	8.149840428E+2	7.964852848E-4	2.992789669E-4	8.157431148E-4	-6.503253244E-4	1.483800000E+0
-4.606892750E+0	0.000000000E+0	8.150223487E+2	7.960638613E-4	2.994813549E-4	8.158193086E-4	-6.503436598E-4	1.483900000E+0
-4.607733595E+0	0.000000000E+0	8.150642019E+2	7.955985493E-4	2.997014672E-4	8.158535929E-4	-6.503434852E-4	1.483900000E+0
-4.612724422E+0	0.000000000E+0	8.151027997E+2	7.951541920E-4	2.999127610E-4	8.158384007E-4	-6.503348122E-4	1.483900000E+0
-4.612724422E+0	0.000000000E+0	8.151420008E+2	7.947121630E-4	3.001284786E-4	8.157901466E-4	-6.503050681E-4	1.484000000E+0
-4.614397072E+0	0.000000000E+0	8.151906044E+2	7.942050579E-4	3.003914608E-4	8.156492840E-4	-6.502201431E-4	1.484000000E+0
-4.617751413E+0	0.000000000E+0	8.152325517E+2	7.938444032E-4	3.005998151E-4	8.155193063E-4	-6.501182797E-4	1.484000000E+0
-4.619469270E+0	0.000000000E+0	8.152802489E+2	7.935027825E-4	3.008394269E-4	8.153152303E-4	-6.499049487E-4	1.484000000E+0
-4.621946600E+0	0.000000000E+0	8.153212006E+2	7.933357847E-4	3.010054352E-4	8.151865332E-4	-6.497161812E-4	1.484100000E+0
-4.624396805E+0	0.000000000E+0	8.153649805E+2	7.932508015E-4	3.011825611E-4	8.150248323E-4	-6.493783440E-4	1.484100000E+0
-4.626168910E+0	0.000000000E+0	8.154035707E+2	7.932842709E-4	3.013382084E-4	8.148740744E-4	-6.489520893E-4	1.484100000E+0
-4.629459961E+0	0.000000000E+0	8.154653790E+2	7.934903842E-4	3.015261318E-4	8.147050976E-4	-6.482938770E-4	1.484100000E+0
-4.631204941E+0	0.000000000E+0	8.155037596E+2	7.937134942E-4	3.016456612E-4	8.146028267E-4	-6.478118012E-4	1.484100000E+0
-4.633899262E+0	0.000000000E+0	8.155409444E+2	7.940159994E-4	3.017763083E-4	8.145078900E-4	-6.472559180E-4	1.484200000E+0
-4.636204806E+0	0.000000000E+0	8.155821244E+2	7.944018580E-4	3.019276483E-4	8.144181920E-4	-6.467226194E-4	1.484200000E+0
-4.637949786E+0	0.000000000E+0	8.156221543E+2	7.947775884E-4	3.020750300E-4	8.143404848E-4	-6.461987505E-4	1.484300000E+0
-4.637949786E+0	0.000000000E+0	8.156648138E+2	7.952218875E-4	3.022617020E-4	8.142445586E-4	-6.455776747E-4	1.484300000E+0
-4.641195629E+0	0.000000000E+0	8.157026506E+2	7.956334739E-4	3.024557081E-4	8.141542785E-4	-6.450356450E-4	1.484300000E+0
-4.643781454E+0	0.000000000E+0	8.157420500E+2	7.960469229E-4	3.026811755E-4	8.140563732E-4	-6.444717292E-4	1.484300000E+0
-4.645490268E+0	0.000000000E+0	8.157841519E+2	7.964090910E-4	3.029138606E-4	8.139510173E-4	-6.439709687E-4	1.484300000E+0
-4.646186452E+0	0.000000000E+0	8.158224236E+2	7.967422716E-4	3.031696542E-4	8.138197591E-4	-6.434087409E-4	1.484400000E+0
-4.646186452E+0	0.000000000E+0	8.158649154E+2	7.970425649E-4	3.034506517E-4	8.136801189E-4	-6.429513451E-4	1.484400000E+0
-4.647904307E+0	0.000000000E+0	8.159028648E+2	7.972726016E-4	3.037165152E-4	8.135188837E-4	-6.425378961E-4	1.484400000E+0
-4.648916938E+0	0.000000000E+0	8.159390308E+2	7.974430919E-4	3.039599105E-4	8.133541560E-4	-6.421895814E-4	1.484500000E+0
-4.656430294E+0	0.000000000E+0	8.159724623E+2	7.975787739E-4	3.042042954E-4	8.130700444E-4	-6.417295663E-4	1.484500000E+0
-4.658003488E+0	0.000000000E+0	8.160198426E+2	7.977066562E-4	3.045263875E-4	8.128060726E-4	-6.413793308E-4	1.484500000E+0
-4.659721343E+0	0.000000000E+0	8.160672281E+2	7.977682981E-4	3.048001381E-4	8.124813321E-4	-6.410423666E-4	1.484500000E+0
-4.660589312E+0	0.000000000E+0	8.161047504E+2	7.977811038E-4	3.049983934E-4	8.121936698E-4	-6.408059271E-4	1.484500000E+0
-4.660589312E+0	0.000000000E+0	8.161447692E+2	7.977621863E-4	3.051679523E-4	8.118855767E-4	-6.405969616E-4	1.484600000E+0
-4.661294536E+0	0.000000000E+0	8.161870698E+2	7.977127097E-4	3.053009277E-4	8.115887176E-4	-6.404413143E-4	1.484600000E+0
-4.667958005E+0	0.000000000E+0	8.162258984E+2	7.976521156E-4	3.053764813E-4	8.113489603E-4	-6.403249572E-4	1.484600000E+0
-4.669775314E+0	0.000000000E+0	8.162647178E+2	7.975656772E-4	3.054248809E-4	8.111393545E-4	-6.402308354E-4	1.484600000E+0
-4.673373767E+0	0.000000000E+0	8.163032766E+2	7.974609616E-4	3.054379195E-4	8.109531482E-4	-6.401540013E-4	1.484600000E+0
-4.673373767E+0	0.000000000E+0	8.163428895E+2	7.973191678E-4	3.054148401E-4	8.108199691E-4	-6.400881102E-4	1.484700000E+0
-4.675019291E+0	0.000000000E+0	8.163834859E+2	7.971954183E-4	3.053748224E-4	8.107467438E-4	-6.400477141E-4	1.484700000E+0
-4.678382669E+0	0.000000000E+0	8.164221005E+2	7.970544975E-4	3.053187975E-4	8.107346366E-4	-6.400132552E-4	1.484800000E+0
-4.681131235E+0	0.000000000E+0	8.164656097E+2	7.968534483E-4	3.052327666E-4	8.107941249E-4	-6.399783306E-4	1.484800000E+0
-4.681131235E+0	0.000000000E+0	8.165027818E+2	7.966596750E-4	3.051523527E-4	8.109171758E-4	-6.399598788E-4	1.484800000E+0
-4.683888843E+0	0.000000000E+0	8.165422427E+2	7.964414544E-4	3.050711239E-4	8.111189818E-4	-6.399322883E-4	1.484800000E+0
-4.685498201E+0	0.000000000E+0	8.165841007E+2	7.962194504E-4	3.050024970E-4	8.113345248E-4	-6.399187841E-4	1.484800000E+0
-4.688020734E+0	0.000000000E+0	8.166204841E+2	7.960137446E-4	3.049535444E-4	8.115662495E-4	-6.399081321E-4	1.484900000E+0
-4.690525184E+0	0.000000000E+0	8.166648252E+2	7.957388880E-4	3.049133229E-4	8.119235863E-4	-6.398998084E-4	1.484900000E+0
-4.692975386E+0	0.000000000E+0	8.167056090E+2	7.955040783E-4	3.049061634E-4	8.122418658E-4	-6.399048143E-4	1.484900000E+0
-4.692975386E+0	0.000000000E+0	8.167454592E+2	7.952931919E-4	3.049273509E-4	8.125200402E-4	-6.399014965E-4	1.484900000E+0
-4.695497918E+0	0.000000000E+0	8.167834824E+2	7.951086736E-4	3.049767111E-4	8.127923356E-4	-6.399012054E-4	1.484900000E+0
-4.697170565E+0	0.000000000E+0	8.168230669E+2	7.949597202E-4	3.050515661E-4	8.130065398E-4	-6.398877595E-4	1.485000000E+0
-4.700488735E+0	0.000000000E+0	8.168648347E+2	7.948273560E-4	3.051745880E-4	8.131811046E-4	-6.398533005E-4	1.485000000E+0
-4.703951565E+0	0.000000000E+0	8.169024033E+2	7.947576232E-4	3.053079708E-4	8.132871008E-4	-6.397980033E-4	1.485000000E+0
-4.705551881E+0	0.000000000E+0	8.169414821E+2	7.947305567E-4	3.054782283E-4	8.133149822E-4	-6.397127290E-4	1.485100000E+0
-4.705551881E+0	0.000000000E+0	8.169898171E+2	7.947685081E-4	3.057280264E-4	8.132390212E-4	-6.395796081E-4	1.485100000E+0
-4.708255239E+0	0.000000000E+0	8.170286150E+2	7.948530838E-4	3.059486626E-4	8.130839560E-4	-6.394237862E-4	1.485100000E+0
-4.709123207E+0	0.000000000E+0	8.170718765E+2	7.950016879E-4	3.062186297E-4	8.128616610E-4	-6.392482319E-4	1.485100000E+0
-4.714050733E+0	0.000000000E+0	8.171116213E+2	7.951866137E-4	3.064882476E-4	8.126173634E-4	-6.390592316E-4	1.485200000E+0
-4.715651048E+0	0.000000000E+0	8.171652811E+2	7.954803877E-4	3.068553342E-4	8.121897117E-4	-6.387360045E-4	1.485200000E+0
-4.718028918E+0	0.000000000E+0	8.172155181E+2	7.957855123E-4	3.071983520E-4	8.117175894E-4	-6.383405998E-4	1.485200000E+0
-4.720687069E+0	0.000000000E+0	8.172648752E+2	7.960738731E-4	3.075046116E-4	8.113486692E-4	-6.379970582E-4	1.485200000E+0
-4.722540541E+0	0.000000000E+0	8.173028425E+2	7.962950622E-4	3.077339206E-4	8.110260824E-4	-6.376508390E-4	1.485200000E+0
-4.722540541E+0	0.000000000E+0	8.173410488E+2	7.964778342E-4	3.079230664E-4	8.107691538E-4	-6.373407086E-4	1.485300000E+0
-4.725786378E+0	0.000000000E+0	8.173770250E+2	7.966439589E-4	3.080984752E-4	8.104817243E-4	-6.369467010E-4	1.485300000E+0
-4.729140711E+0	0.000000000E+0	8.174151697E+2	7.967746351E-4	3.082439071E-4	8.102668798E-4	-6.365733570E-4	1.485400000E+0
-4.730750067E+0	0.000000000E+0	8.174647598E+2	7.968758582E-4	3.083764459E-4	8.100608829E-4	-6.361076958E-4	1.485400000E+0
-4.732603539E+0	0.000000000E+0	8.175037422E+2	7.968932041E-4	3.084272903E-4	8.099758416E-4	-6.357684615E-4	1.485400000E+0
-4.732603539E+0	0.000000000E+0	8.175404153E+2	7.968579885E-4	3.084354394E-4	8.099438855E-4	-6.354299840E-4	1.485400000E+0
-4.735885541E+0	0.000000000E+0	8.175920615E+2	7.967090351E-4	3.083667834E-4	8.100196719E-4	-6.350462791E-4	1.485400000E+0
-4.739176583E+0	0.000000000E+0	8.176354300E+2	7.965604309E-4	3.082769690E-4	8.101367857E-4	-6.348385359E-4	1.485500000E+0
-4.740677443E+0	0.000000000E+0	8.176733913E+2	7.963483804E-4	3.081368050E-4	8.103015716E-4	-6.346779410E-4	1.485500000E+0
-4.743398882E+0	0.000000000E+0	8.177069373E+2	7.961212541E-4	3.079786838E-4	8.105231100E-4	-6.345383590E-4	1.485500000E+0
-4.745948535E+0	0.000000000E+0	8.177452214E+2	7.957876078E-4	3.077371803E-4	8.109044284E-4	-6.343774148E-4	1.485500000E+0
-4.746680883E+0	0.000000000E+0	8.177955266E+2	7.954369648E-4	3.074754495E-4	8.112996002E-4	-6.342752604E-4	1.485500000E+0
-4.748398734E+0	0.000000000E+0	8.178371058E+2	7.950771251E-4	3.072002728E-4	8.117470425E-4	-6.341908593E-4	1.485600000E+0
-4.748398734E+0	0.000000000E+0	8.178745765E+2	7.947568665E-4	3.069504746E-4	8.121996070E-4	-6.341392873E-4	1.485600000E+0
-4.749302866E+0	0.000000000E+0	8.179128706E+2	7.943946402E-4	3.066626086E-4	8.127024048E-4	-6.340984837E-4	1.485700000E+0
-4.754962734E+0	0.000000000E+0	8.179649939E+2	7.938941708E-4	3.062546893E-4	8.134539821E-4	-6.340699620E-4	1.485700000E+0
-4.756680586E+0	0.000000000E+0	8.180020860E+2	7.936047041E-4	3.060122835E-4	8.141724393E-4	-6.340575055E-4	1.485700000E+0
-4.761255494E+0	0.000000000E+0	8.180443375E+2	7.932116860E-4	3.056734859E-4	8.147607441E-4	-6.340449327E-4	1.485700000E+0
-4.761255494E+0	0.000000000E+0	8.180816140E+2	7.929341518E-4	3.054255503E-4	8.153557428E-4	-6.340243272E-4	1.485700000E+0
-4.762268122E+0	0.000000000E+0	8.181207680E+2	7.926466642E-4	3.051582607E-4	8.159728022E-4	-6.339657702E-4	1.485800000E+0
-4.764148717E+0	0.000000000E+0	8.181655475E+2	7.923485828E-4	3.048658837E-4	8.165088948E-4	-6.338802050E-4	1.485800000E+0
-4.765025725E+0	0.000000000E+0	8.182009299E+2	7.921394426E-4	3.046479833E-4	8.169948123E-4	-6.337522645E-4	1.485800000E+0
-4.766707410E+0	0.000000000E+0	8.182373689E+2	7.919512573E-4	3.044396872E-4	8.174174000E-4	-6.335765938E-4	1.485800000E+0
-4.772439606E+0	0.000000000E+0	8.182740559E+2	7.917687763E-4	3.042227472E-4	8.178010466E-4	-6.333529600E-4	1.485800000E+0
-4.774148415E+0	0.000000000E+0	8.183115607E+2	7.916059694E-4	3.040127922E-4	8.182433085E-4	-6.329764146E-4	1.485900000E+0
-4.777611240E+0	0.000000000E+0	8.183669517E+2	7.914106827E-4	3.037318529E-4	8.186565828E-4	-6.324886926E-4	1.485900000E+0
-4.777611240E+0	0.000000000E+0	8.184079346E+2	7.912997389E-4	3.035518748E-4	8.189345826E-4	-6.320783286E-4	1.486000000E+0
-4.782529716E+0	0.000000000E+0	8.184638990E+2	7.911779103E-4	3.033248940E-4	8.193848771E-4	-6.312986370E-4	1.486000000E+0
-4.784979913E+0	0.000000000E+0	8.185106484E+2	7.911053253E-4	3.031578672E-4	8.196311537E-4	-6.308383308E-4	1.486000000E+0
-4.784979913E+0	0.000000000E+0	8.185637935E+2	7.910606218E-4	3.029989312E-4	8.199755684E-4	-6.301907124E-4	1.486000000E+0
-4.786724887E+0	0.000000000E+0	8.186030477E+2	7.910584682E-4	3.029235813E-4	8.202040917E-4	-6.297908840E-4	1.486000000E+0
-4.790070173E+0	0.000000000E+0	8.186385438E+2	7.910846034E-4	3.028637148E-4	8.204454789E-4	-6.294002524E-4	1.486100000E+0
-4.792592700E+0	0.000000000E+0	8.186799058E+2	7.911457797E-4	3.028346982E-4	8.206584607E-4	-6.291163736E-4	1.486100000E+0
-4.795205640E+0	0.000000000E+0	8.187170983E+2	7.912465953E-4	3.028390347E-4	8.209034568E-4	-6.288357545E-4	1.486100000E+0
-4.798424347E+0	0.000000000E+0	8.187657374E+2	7.914236630E-4	3.028896172E-4	8.211766253E-4	-6.285956479E-4	1.486100000E+0
-4.798424347E+0	0.000000000E+0	8.188032989E+2	7.916202885E-4	3.029688669E-4	8.214134723E-4	-6.284402334E-4	1.486100000E+0
-4.799373685E+0	0.000000000E+0	8.188438182E+2	7.918587071E-4	3.030783264E-4	8.216082933E-4	-6.283529801E-4	1.486200000E+0
-4.803532688E+0	0.000000000E+0	8.188812388E+2	7.921688957E-4	3.032305976E-4	8.218414732E-4	-6.282972172E-4	1.486200000E+0
-4.803532688E+0	0.000000000E+0	8.189207305E+2	7.925066748E-4	3.034016118E-4	8.220706950E-4	-6.282800459E-4	1.486300000E+0
-4.806181793E+0	0.000000000E+0	8.189656026E+2	7.929519634E-4	3.036295529E-4	8.223009063E-4	-6.283114781E-4	1.486300000E+0
-4.808695277E+0	0.000000000E+0	8.190022997E+2	7.933762972E-4	3.038462601E-4	8.225379861E-4	-6.283802213E-4	1.486300000E+0
-4.810132845E+0	0.000000000E+0	8.190459565E+2	7.938428316E-4	3.040818556E-4	8.227438084E-4	-6.284908741E-4	1.486300000E+0
-4.811850694E+0	0.000000000E+0	8.190975152E+2	7.944364334E-4	3.043761826E-4	8.229869418E-4	-6.286808639E-4	1.486300000E+0
-4.816940951E+0	0.000000000E+0	8.191396854E+2	7.949382416E-4	3.046191123E-4	8.231609827E-4	-6.288994919E-4	1.486400000E+0
-4.816940951E+0	0.000000000E+0	8.191808407E+2	7.954084431E-4	3.048411163E-4	8.233109838E-4	-6.291490863E-4	1.486400000E+0
-4.818803461E+0	0.000000000E+0	8.192206835E+2	7.958100759E-4	3.050257510E-4	8.234419511E-4	-6.294538616E-4	1.486400000E+0
-4.822076415E+0	0.000000000E+0	8.192673073E+2	7.962122327E-4	3.052048269E-4	8.235738496E-4	-6.298532244E-4	1.486400000E+0
-4.823513982E+0	0.000000000E+0	8.193059228E+2	7.965175901E-4	3.053354158E-4	8.236683207E-4	-6.302119582E-4	1.486400000E+0
-4.826976803E+0	0.000000000E+0	8.193432725E+2	7.967692800E-4	3.054373665E-4	8.237450966E-4	-6.306522992E-4	1.486500000E+0
-4.828821230E+0	0.000000000E+0	8.193845151E+2	7.969732978E-4	3.055126872E-4	8.237951552E-4	-6.311172620E-4	1.486500000E+0
-4.831099639E+0	0.000000000E+0	8.194223311E+2	7.971031009E-4	3.055525012E-4	8.237991133E-4	-6.315323408E-4	1.486600000E+0
-4.831099639E+0	0.000000000E+0	8.194651254E+2	7.972235908E-4	3.055710986E-4	8.237465518E-4	-6.321525434E-4	1.486600000E+0
-4.833613122E+0	0.000000000E+0	8.195096359E+2	7.972700987E-4	3.055575944E-4	8.236555732E-4	-6.326006842E-4	1.486600000E+0
-4.838857078E+0	0.000000000E+0	8.195644861E+2	7.972950116E-4	3.054966510E-4	8.234339766E-4	-6.333050551E-4	1.486600000E+0
-4.838857078E+0	0.000000000E+0	8.196094304E+2	7.972932071E-4	3.054163535E-4	8.232673281E-4	-6.336717634E-4	1.486600000E+0
-4.840394100E+0	0.000000000E+0	8.196456715E+2	7.972897729E-4	3.053358232E-4	8.231014363E-4	-6.339774118E-4	1.486700000E+0
-4.843992539E+0	0.000000000E+0	8.196792379E+2	7.972922176E-4	3.052411193E-4	8.228929364E-4	-6.343044224E-4	1.486700000E+0
-4.845836964E+0	0.000000000E+0	8.197226883E+2	7.973112515E-4	3.051093954E-4	8.227152866E-4	-6.345285801E-4	1.486800000E+0
-4.848495107E+0	0.000000000E+0	8.197654332E+2	7.973583997E-4	3.049520601E-4	8.225438651E-4	-6.347286399E-4	1.486800000E+0
-4.850212955E+0	0.000000000E+0	8.198056300E+2	7.974256878E-4	3.048024082E-4	8.224467747E-4	-6.348231109E-4	1.486800000E+0
-4.850212955E+0	0.000000000E+0	8.198459272E+2	7.975176559E-4	3.046440543E-4	8.224268095E-4	-6.348477327E-4	1.486800000E+0
-4.851053796E+0	0.000000000E+0	8.198949119E+2	7.976604393E-4	3.044430341E-4	8.225183119E-4	-6.347702583E-4	1.486800000E+0
-4.851849430E+0	0.000000000E+0	8.199324333E+2	7.977797068E-4	3.042963508E-4	8.226607461E-4	-6.346546579E-4	1.486900000E+0
-4.858594240E+0	0.000000000E+0	8.199702276E+2	7.979212096E-4	3.041375603E-4	8.228668594E-4	-6.345044821E-4	1.486900000E+0
-4.859462205E+0	0.000000000E+0	8.200066677E+2	7.980482187E-4	3.040042357E-4	8.231268730E-4	-6.343206624E-4	1.486900000E+0
-4.860303046E+0	0.000000000E+0	8.200416494E+2	7.981738308E-4	3.038787108E-4	8.235004498E-4	-6.340923137E-4	1.487000000E+0
-4.861975686E+0	0.000000000E+0	8.200838723E+2	7.982950774E-4	3.037621209E-4	8.238962619E-4	-6.338680396E-4	1.487000000E+0
-4.862816527E+0	0.000000000E+0	8.201202662E+2	7.983837859E-4	3.036788839E-4	8.243230404E-4	-6.336311344E-4	1.487000000E+0
-4.864525333E+0	0.000000000E+0	8.201652854E+2	7.984398981E-4	3.036264097E-4	8.248880040E-4	-6.333187921E-4	1.487000000E+0
-4.864525333E+0	0.000000000E+0	8.202129164E+2	7.984439144E-4	3.036198032E-4	8.255186258E-4	-6.329359603E-4	1.487100000E+0
-4.872879492E+0	0.000000000E+0	8.202650453E+2	7.983621908E-4	3.036849084E-4	8.261792827E-4	-6.324998685E-4	1.487100000E+0
-4.876242854E+0	0.000000000E+0	8.203042320E+2	7.982438547E-4	3.037801071E-4	8.266498917E-4	-6.321395049E-4	1.487100000E+0
-4.876242854E+0	0.000000000E+0	8.203424249E+2	7.980883820E-4	3.039038857E-4	8.270655526E-4	-6.317824591E-4	1.487200000E+0
-4.877806998E+0	0.000000000E+0	8.203850426E+2	7.978540380E-4	3.040877054E-4	8.274014108E-4	-6.314298953E-4	1.487200000E+0
-4.879488679E+0	0.000000000E+0	8.204255384E+2	7.976052002E-4	3.042790049E-4	8.276674780E-4	-6.310801837E-4	1.487200000E+0
-4.882879165E+0	0.000000000E+0	8.204649946E+2	7.973062457E-4	3.045035119E-4	8.278961759E-4	-6.307159783E-4	1.487200000E+0
-4.884551804E+0	0.000000000E+0	8.205036535E+2	7.970279548E-4	3.047068312E-4	8.280682377E-4	-6.303742411E-4	1.487200000E+0
-4.887906124E+0	0.000000000E+0	8.205443343E+2	7.966689300E-4	3.049606748E-4	8.282198105E-4	-6.300566019E-4	1.487300000E+0
-4.889687259E+0	0.000000000E+0	8.205928361E+2	7.962641539E-4	3.052339016E-4	8.284072392E-4	-6.296650972E-4	1.487300000E+0
-4.892381564E+0	0.000000000E+0	8.206288997E+2	7.959765498E-4	3.054186236E-4	8.285599761E-4	-6.293925689E-4	1.487400000E+0
-4.892381564E+0	0.000000000E+0	8.206662104E+2	7.956729969E-4	3.056035493E-4	8.287350647E-4	-6.291494355E-4	1.487400000E+0
-4.894795589E+0	0.000000000E+0	8.207033008E+2	7.954132743E-4	3.057518916E-4	8.289378020E-4	-6.289194571E-4	1.487400000E+0
-4.896260278E+0	0.000000000E+0	8.207419720E+2	7.951946463E-4	3.058680159E-4	8.291549748E-4	-6.287401775E-4	1.487400000E+0
-4.899650762E+0	0.000000000E+0	8.207801470E+2	7.949912688E-4	3.059661249E-4	8.293974097E-4	-6.285883137E-4	1.487400000E+0
-4.900627222E+0	0.000000000E+0	8.208187754E+2	7.948373095E-4	3.060304152E-4	8.296831511E-4	-6.284742849E-4	1.487500000E+0
-4.903873045E+0	0.000000000E+0	8.208659273E+2	7.947228732E-4	3.060649906E-4	8.300226764E-4	-6.284200936E-4	1.487500000E+0
-4.903873045E+0	0.000000000E+0	8.209038263E+2	7.946944097E-4	3.060610907E-4	8.302909555E-4	-6.284347619E-4	1.487500000E+0
-4.906395565E+0	0.000000000E+0	8.209401815E+2	7.947162958E-4	3.060360614E-4	8.305500378E-4	-6.285115378E-4	1.487600000E+0
-4.908285194E+0	0.000000000E+0	8.209764956E+2	7.947926642E-4	3.059899027E-4	8.307773969E-4	-6.286313292E-4	1.487600000E+0
-4.911521976E+0	0.000000000E+0	8.210151025E+2	7.949259016E-4	3.059262526E-4	8.309760597E-4	-6.288146251E-4	1.487600000E+0
-4.912995706E+0	0.000000000E+0	8.210652297E+2	7.951730513E-4	3.058280563E-4	8.311754209E-4	-6.290919264E-4	1.487600000E+0
-4.914740674E+0	0.000000000E+0	8.211032898E+2	7.954104221E-4	3.057468566E-4	8.312870632E-4	-6.293293554E-4	1.487600000E+0
-4.914740674E+0	0.000000000E+0	8.211384805E+2	7.956939517E-4	3.056611458E-4	8.313794970E-4	-6.295791245E-4	1.487700000E+0
-4.918230611E+0	0.000000000E+0	8.211758639E+2	7.960061193E-4	3.055777051E-4	8.314659353E-4	-6.298358785E-4	1.487700000E+0
-4.919731465E+0	0.000000000E+0	8.212243311E+2	7.964811521E-4	3.054676345E-4	8.315940504E-4	-6.302557886E-4	1.487800000E+0
-4.923230442E+0	0.000000000E+0	8.212657536E+2	7.968499558E-4	3.053936525E-4	8.317022002E-4	-6.305829156E-4	1.487800000E+0
-4.925083906E+0	0.000000000E+0	8.213027821E+2	7.972567691E-4	3.053217079E-4	8.318103501E-4	-6.309348391E-4	1.487800000E+0
-4.927317103E+0	0.000000000E+0	8.213498717E+2	7.977882633E-4	3.052402171E-4	8.320140187E-4	-6.315615610E-4	1.487800000E+0
-4.930255521E+0	0.000000000E+0	8.213917454E+2	7.981681265E-4	3.051893145E-4	8.321664063E-4	-6.320149987E-4	1.487800000E+0
-4.932099943E+0	0.000000000E+0	8.214279241E+2	7.985185948E-4	3.051465901E-4	8.323246147E-4	-6.324680871E-4	1.487900000E+0
-4.932099943E+0	0.000000000E+0	8.214652361E+2	7.988872821E-4	3.051045933E-4	8.324918454E-4	-6.329396274E-4	1.487900000E+0
-4.935571795E+0	0.000000000E+0	8.215033881E+2	7.992172614E-4	3.050679516E-4	8.326363168E-4	-6.334093632E-4	1.487900000E+0
-4.937135937E+0	0.000000000E+0	8.215397691E+2	7.994856569E-4	3.050365194E-4	8.327509277E-4	-6.338309613E-4	1.488000000E+0
-4.940598748E+0	0.000000000E+0	8.215852412E+2	7.997966022E-4	3.049928346E-4	8.328680997E-4	-6.344424328E-4	1.488000000E+0
-4.942171931E+0	0.000000000E+0	8.216387546E+2	8.000434027E-4	3.049381194E-4	8.329194388E-4	-6.350190961E-4	1.488000000E+0
-4.944649243E+0	0.000000000E+0	8.216787109E+2	8.001440437E-4	3.048940562E-4	8.329196717E-4	-6.353791105E-4	1.488000000E+0
-4.947235049E+0	0.000000000E+0	8.217177041E+2	8.001902024E-4	3.048413491E-4	8.328969125E-4	-6.357210223E-4	1.488100000E+0
-4.948916727E+0	0.000000000E+0	8.217768416E+2	8.001365350E-4	3.047180071E-4	8.328269469E-4	-6.363110733E-4	1.488100000E+0
-4.952271042E+0	0.000000000E+0	8.218219724E+2	8.000259404E-4	3.046247584E-4	8.327816031E-4	-6.365947193E-4	1.488200000E+0
-4.953075716E+0	0.000000000E+0	8.218652934E+2	7.998272194E-4	3.044934419E-4	8.327334654E-4	-6.368913455E-4	1.488200000E+0
-4.953943678E+0	0.000000000E+0	8.219046208E+2	7.996119093E-4	3.043663455E-4	8.326809621E-4	-6.371655036E-4	1.488200000E+0
-4.955661521E+0	0.000000000E+0	8.219653221E+2	7.991887396E-4	3.041310993E-4	8.326316602E-4	-6.374775549E-4	1.488200000E+0
-4.961592600E+0	0.000000000E+0	8.220091799E+2	7.989133592E-4	3.039822041E-4	8.326130919E-4	-6.376148667E-4	1.488200000E+0
-4.964042786E+0	0.000000000E+0	8.220462872E+2	7.986397250E-4	3.038364521E-4	8.326119860E-4	-6.377263926E-4	1.488300000E+0
-4.964042786E+0	0.000000000E+0	8.220869249E+2	7.983668475E-4	3.036938142E-4	8.326152456E-4	-6.377913524E-4	1.488300000E+0
-4.966592426E+0	0.000000000E+0	8.221356817E+2	7.980339578E-4	3.035274858E-4	8.326452807E-4	-6.378245889E-4	1.488400000E+0
