Field_	Motor_	Timestamp_	Sample1_X_	Sample1_Y_	Sample2_X_	Sample2_Y_	Sample_T_
2.904944693E+1	0.000000000E+0	1.449863718E+2	9.910169756E-4	1.063169446E-3	1.397435204E-3	1.051349565E-3	1.690600000E+0
2.904669492E+1	0.000000000E+0	1.450279300E+2	9.913808899E-4	1.062156632E-3	1.397011103E-3	1.050835941E-3	1.690600000E+0
2.904429480E+1	0.000000000E+0	1.450703777E+2	9.918066207E-4	1.061104005E-3	1.396708889E-3	1.050315564E-3	1.690600000E+0
2.904192175E+1	0.000000000E+0	1.451133606E+2	9.922928875E-4	1.059963601E-3	1.396413310E-3	1.049602288E-3	1.690600000E+0
2.903919680E+1	0.000000000E+0	1.451549385E+2	9.927509818E-4	1.058893278E-3	1.396205858E-3	1.048905775E-3	1.690600000E+0
2.903919680E+1	0.000000000E+0	1.451910821E+2	9.931708919E-4	1.057872432E-3	1.396043110E-3	1.048073405E-3	1.690500000E+0
2.903655306E+1	0.000000000E+0	1.452323722E+2	9.935831185E-4	1.056777663E-3	1.395928091E-3	1.047274098E-3	1.690500000E+0
2.903491088E+1	0.000000000E+0	1.452690776E+2	9.939272422E-4	1.055709552E-3	1.395832747E-3	1.046295511E-3	1.690500000E+0
2.903180696E+1	0.000000000E+0	1.453137197E+2	9.942473844E-4	1.054362394E-3	1.395775355E-3	1.045284793E-3	1.690500000E+0
2.902993017E+1	0.000000000E+0	1.453569742E+2	9.943859186E-4	1.053303131E-3	1.395749161E-3	1.044335542E-3	1.690400000E+0
2.902765637E+1	0.000000000E+0	1.454133994E+2	9.943773039E-4	1.051813597E-3	1.395773375E-3	1.043110387E-3	1.690400000E+0
2.902765637E+1	0.000000000E+0	1.454512622E+2	9.942337638E-4	1.050863415E-3	1.395802363E-3	1.042370568E-3	1.690400000E+0
2.902511188E+1	0.000000000E+0	1.454891949E+2	9.939628653E-4	1.049867365E-3	1.395857427E-3	1.041558804E-3	1.690400000E+0
2.902340653E+1	0.000000000E+0	1.455331580E+2	9.935417911E-4	1.048807055E-3	1.395895146E-3	1.040914911E-3	1.690400000E+0
2.901995071E+1	0.000000000E+0	1.455709411E+2	9.931055829E-4	1.047944301E-3	1.395919477E-3	1.040317700E-3	1.690300000E+0
2.901737013E+1	0.000000000E+0	1.456129848E+2	9.924537735E-4	1.046858379E-3	1.395914936E-3	1.039591152E-3	1.690300000E+0
2.901395942E+1	0.000000000E+0	1.456509483E+2	9.918903234E-4	1.046023099E-3	1.395862200E-3	1.038955990E-3	1.690300000E+0
2.901395942E+1	0.000000000E+0	1.456902496E+2	9.912428213E-4	1.045124256E-3	1.395797240E-3	1.038436661E-3	1.690300000E+0
2.901127055E+1	0.000000000E+0	1.457269847E+2	9.905714542E-4	1.044222503E-3	1.395705156E-3	1.037919428E-3	1.690300000E+0
2.900973664E+1	0.000000000E+0	1.457637043E+2	9.899818106E-4	1.043429947E-3	1.395604690E-3	1.037399634E-3	1.690200000E+0
2.900806737E+1	0.000000000E+0	1.458140423E+2	9.891631780E-4	1.042279182E-3	1.395463943E-3	1.036714646E-3	1.690200000E+0
2.900806737E+1	0.000000000E+0	1.458522836E+2	9.885914624E-4	1.041389652E-3	1.395354862E-3	1.036193920E-3	1.690200000E+0
2.900137227E+1	0.000000000E+0	1.458956100E+2	9.881226579E-4	1.040542848E-3	1.395269646E-3	1.035679830E-3	1.690200000E+0
2.900137227E+1	0.000000000E+0	1.459347968E+2	9.877784178E-4	1.039771480E-3	1.395193511E-3	1.035173307E-3	1.690200000E+0
2.899969399E+1	0.000000000E+0	1.459733509E+2	9.875401156E-4	1.039040973E-3	1.395136584E-3	1.034653629E-3	1.690100000E+0
2.899797960E+1	0.000000000E+0	1.460289705E+2	9.873722447E-4	1.037992886E-3	1.395048574E-3	1.033838256E-3	1.690100000E+0
2.899425308E+1	0.000000000E+0	1.460686552E+2	9.873856325E-4	1.037314301E-3	1.394982915E-3	1.033275039E-3	1.690100000E+0
2.899167249E+1	0.000000000E+0	1.461148604E+2	9.875227697E-4	1.036559697E-3	1.394862309E-3	1.032465021E-3	1.690100000E+0
2.898929942E+1	0.000000000E+0	1.461580497E+2	9.877850534E-4	1.035827678E-3	1.394755207E-3	1.031834632E-3	1.690000000E+0
2.898671882E+1	0.000000000E+0	1.462117442E+2	9.881652659E-4	1.035118476E-3	1.394585473E-3	1.030933112E-3	1.690000000E+0
2.898421041E+1	0.000000000E+0	1.462450135E+2	9.884997271E-4	1.034633489E-3	1.394423773E-3	1.030172338E-3	1.690000000E+0
2.898256821E+1	0.000000000E+0	1.462869040E+2	9.888994973E-4	1.034146873E-3	1.394276856E-3	1.029474894E-3	1.689900000E+0
2.898009588E+1	0.000000000E+0	1.463238571E+2	9.892502567E-4	1.033776673E-3	1.394115854E-3	1.028750790E-3	1.689900000E+0
2.898009588E+1	0.000000000E+0	1.463598465E+2	9.896161500E-4	1.033434062E-3	1.393963466E-3	1.028029714E-3	1.689900000E+0
2.897758747E+1	0.000000000E+0	1.464132348E+2	9.900802979E-4	1.033054083E-3	1.393752056E-3	1.027057297E-3	1.689900000E+0
2.897403237E+1	0.000000000E+0	1.464486635E+2	9.903459577E-4	1.032863394E-3	1.393591636E-3	1.026365440E-3	1.689900000E+0
2.897266989E+1	0.000000000E+0	1.464868856E+2	9.906229097E-4	1.032689121E-3	1.393398154E-3	1.025571022E-3	1.689800000E+0
2.897092843E+1	0.000000000E+0	1.465327664E+2	9.907707572E-4	1.032609842E-3	1.393212238E-3	1.024900936E-3	1.689800000E+0
2.897092843E+1	0.000000000E+0	1.465825504E+2	9.908620268E-4	1.032572123E-3	1.392994076E-3	1.024105120E-3	1.689800000E+0
2.897006221E+1	0.000000000E+0	1.466242805E+2	9.908344364E-4	1.032585977E-3	1.392854028E-3	1.023583929E-3	1.689800000E+0
2.896929525E+1	0.000000000E+0	1.466618718E+2	9.907264030E-4	1.032618224E-3	1.392733771E-3	1.023022458E-3	1.689700000E+0
2.896165268E+1	0.000000000E+0	1.467133523E+2	9.904762264E-4	1.032657106E-3	1.392607228E-3	1.022320706E-3	1.689700000E+0
2.896075037E+1	0.000000000E+0	1.467499756E+2	9.901965968E-4	1.032661879E-3	1.392523176E-3	1.021717559E-3	1.689700000E+0
2.895836827E+1	0.000000000E+0	1.467869226E+2	9.898159187E-4	1.032615546E-3	1.392462524E-3	1.021037693E-3	1.689700000E+0
2.895666291E+1	0.000000000E+0	1.468320323E+2	9.893709794E-4	1.032493892E-3	1.392428414E-3	1.020391588E-3	1.689700000E+0
2.895572450E+1	0.000000000E+0	1.468681283E+2	9.889370995E-4	1.032311469E-3	1.392424572E-3	1.019723597E-3	1.689600000E+0
2.895415448E+1	0.000000000E+0	1.469138380E+2	9.882376762E-4	1.031895750E-3	1.392444246E-3	1.018742099E-3	1.689600000E+0
2.895247618E+1	0.000000000E+0	1.469579909E+2	9.875928517E-4	1.031389460E-3	1.392483246E-3	1.017988776E-3	1.689600000E+0
2.894588931E+1	0.000000000E+0	1.470154782E+2	9.867388289E-4	1.030553016E-3	1.392545062E-3	1.016926253E-3	1.689600000E+0
2.894501406E+1	0.000000000E+0	1.470541983E+2	9.860348655E-4	1.029733568E-3	1.392590231E-3	1.016121474E-3	1.689500000E+0
2.894170257E+1	0.000000000E+0	1.471134842E+2	9.849076159E-4	1.028201659E-3	1.392631326E-3	1.015132177E-3	1.689500000E+0
2.893982576E+1	0.000000000E+0	1.471529681E+2	9.842657019E-4	1.027219230E-3	1.392670441E-3	1.014517154E-3	1.689500000E+0
2.893717296E+1	0.000000000E+0	1.471909549E+2	9.835925885E-4	1.026110607E-3	1.392731210E-3	1.013881410E-3	1.689500000E+0
2.893577438E+1	0.000000000E+0	1.472327776E+2	9.827791946E-4	1.024669036E-3	1.392795355E-3	1.013303292E-3	1.689500000E+0
2.893204782E+1	0.000000000E+0	1.472701058E+2	9.821031708E-4	1.023386954E-3	1.392870792E-3	1.012746943E-3	1.689400000E+0
2.893204782E+1	0.000000000E+0	1.473135583E+2	9.814015357E-4	1.021973672E-3	1.392913400E-3	1.012256369E-3	1.689400000E+0
2.893037854E+1	0.000000000E+0	1.473504988E+2	9.808201576E-4	1.020731521E-3	1.392928534E-3	1.011786167E-3	1.689400000E+0
2.892709411E+1	0.000000000E+0	1.473924231E+2	9.802497225E-4	1.019436051E-3	1.392910723E-3	1.011418411E-3	1.689300000E+0
2.892465786E+1	0.000000000E+0	1.474311181E+2	9.797503008E-4	1.018219511E-3	1.392866368E-3	1.011089655E-3	1.689300000E+0
2.892465786E+1	0.000000000E+0	1.474670383E+2	9.793521604E-4	1.017168281E-3	1.392813865E-3	1.010794425E-3	1.689300000E+0
2.892204115E+1	0.000000000E+0	1.475135352E+2	9.789014002E-4	1.015824499E-3	1.392720267E-3	1.010455424E-3	1.689300000E+0
2.892112981E+1	0.000000000E+0	1.475508221E+2	9.786592564E-4	1.014962792E-3	1.392647857E-3	1.010205830E-3	1.689300000E+0
2.891702427E+1	0.000000000E+0	1.475878272E+2	9.784604190E-4	1.014044508E-3	1.392571256E-3	1.009969041E-3	1.689200000E+0
2.891456997E+1	0.000000000E+0	1.476288158E+2	9.783690330E-4	1.013321569E-3	1.392504782E-3	1.009759260E-3	1.689200000E+0
2.891456997E+1	0.000000000E+0	1.476692878E+2	9.783630958E-4	1.012730645E-3	1.392484875E-3	1.009631553E-3	1.689200000E+0
2.890917412E+1	0.000000000E+0	1.477144521E+2	9.784628637E-4	1.012156950E-3	1.392526319E-3	1.009564032E-3	1.689200000E+0
2.890917412E+1	0.000000000E+0	1.477576548E+2	9.786341106E-4	1.011792338E-3	1.392637729E-3	1.009595348E-3	1.689100000E+0
2.890669275E+1	0.000000000E+0	1.478119973E+2	9.789777687E-4	1.011468819E-3	1.392876962E-3	1.009758445E-3	1.689100000E+0
2.890592578E+1	0.000000000E+0	1.478509930E+2	9.792536730E-4	1.011357992E-3	1.393103157E-3	1.009938191E-3	1.689100000E+0
2.890171195E+1	0.000000000E+0	1.478925423E+2	9.796422673E-4	1.011316432E-3	1.393348794E-3	1.010176027E-3	1.689100000E+0
2.889933885E+1	0.000000000E+0	1.479359271E+2	9.799523978E-4	1.011350425E-3	1.393510844E-3	1.010347158E-3	1.689100000E+0
2.889933885E+1	0.000000000E+0	1.479697127E+2	9.802671848E-4	1.011435059E-3	1.393659972E-3	1.010527252E-3	1.689000000E+0
2.889673115E+1	0.000000000E+0	1.480133343E+2	9.806650924E-4	1.011611894E-3	1.393787563E-3	1.010711887E-3	1.689000000E+0
2.889417759E+1	0.000000000E+0	1.480529641E+2	9.810326155E-4	1.011852641E-3	1.393839368E-3	1.010783715E-3	1.689000000E+0
2.889013520E+1	0.000000000E+0	1.481142912E+2	9.814902442E-4	1.012287219E-3	1.393750892E-3	1.010679756E-3	1.689000000E+0
2.888922386E+1	0.000000000E+0	1.481525112E+2	9.817472892E-4	1.012617955E-3	1.393574174E-3	1.010454027E-3	1.689000000E+0
2.888748238E+1	0.000000000E+0	1.481905885E+2	9.820201667E-4	1.013055327E-3	1.393297105E-3	1.010143780E-3	1.688900000E+0
2.888427012E+1	0.000000000E+0	1.482295301E+2	9.822797729E-4	1.013561268E-3	1.392886741E-3	1.009702915E-3	1.688900000E+0
2.888347608E+1	0.000000000E+0	1.482678454E+2	9.825476445E-4	1.014167094E-3	1.392386854E-3	1.009184285E-3	1.688900000E+0
2.888078716E+1	0.000000000E+0	1.483134268E+2	9.828748880E-4	1.014984678E-3	1.391684054E-3	1.008474268E-3	1.688900000E+0
2.887904568E+1	0.000000000E+0	1.483512092E+2	9.831736097E-4	1.015760703E-3	1.391032944E-3	1.007832354E-3	1.688900000E+0
2.887758392E+1	0.000000000E+0	1.483870475E+2	9.834982920E-4	1.016598661E-3	1.390348189E-3	1.007203944E-3	1.688800000E+0
2.887482282E+1	0.000000000E+0	1.484264078E+2	9.839388076E-4	1.017696457E-3	1.389639801E-3	1.006585313E-3	1.688800000E+0
2.887482282E+1	0.000000000E+0	1.484622487E+2	9.844060987E-4	1.018800889E-3	1.388925128E-3	1.006008359E-3	1.688700000E+0
2.887064507E+1	0.000000000E+0	1.485145791E+2	9.852201911E-4	1.020590309E-3	1.387751545E-3	1.005189726E-3	1.688700000E+0
2.887064507E+1	0.000000000E+0	1.485579837E+2	9.860021528E-4	1.022182172E-3	1.387017081E-3	1.004762948E-3	1.688700000E+0
2.886973372E+1	0.000000000E+0	1.486120594E+2	9.871507063E-4	1.024358789E-3	1.385814976E-3	1.004197286E-3	1.688700000E+0
2.886806443E+1	0.000000000E+0	1.486557135E+2	9.882039158E-4	1.026235754E-3	1.385156182E-3	1.003942918E-3	1.688700000E+0
2.886639513E+1	0.000000000E+0	1.486919244E+2	9.891584050E-4	1.027869526E-3	1.384454314E-3	1.003714162E-3	1.688700000E+0
2.885993450E+1	0.000000000E+0	1.487311232E+2	9.904017206E-4	1.029932522E-3	1.383786905E-3	1.003516722E-3	1.688700000E+0
2.885652371E+1	0.000000000E+0	1.487719052E+2	9.916989366E-4	1.032037893E-3	1.383187133E-3	1.003378886E-3	1.688600000E+0
2.885652371E+1	0.000000000E+0	1.488134226E+2	9.929448133E-4	1.034042216E-3	1.382665709E-3	1.003297162E-3	1.688600000E+0
2.885480930E+1	0.000000000E+0	1.488510309E+2	9.942484321E-4	1.036146889E-3	1.382226124E-3	1.003286685E-3	1.688600000E+0
2.885390697E+1	0.000000000E+0	1.488901691E+2	9.955646237E-4	1.038307441E-3	1.381740672E-3	1.003356068E-3	1.688500000E+0
2.885209330E+1	0.000000000E+0	1.489323391E+2	9.969293605E-4	1.040617353E-3	1.381317386E-3	1.003481331E-3	1.688500000E+0
2.885209330E+1	0.000000000E+0	1.489701930E+2	9.980838513E-4	1.042654738E-3	1.380952541E-3	1.003646757E-3	1.688500000E+0
2.884609284E+1	0.000000000E+0	1.490146504E+2	9.995696600E-4	1.045433572E-3	1.380473841E-3	1.003917772E-3	1.688500000E+0
2.884362047E+1	0.000000000E+0	1.490529974E+2	1.000745222E-3	1.047799015E-3	1.380178262E-3	1.004133723E-3	1.688500000E+0
2.884016456E+1	0.000000000E+0	1.490908785E+2	1.001893077E-3	1.050291466E-3	1.379882568E-3	1.004379126E-3	1.688400000E+0
2.884016456E+1	0.000000000E+0	1.491274462E+2	1.002874109E-3	1.052595675E-3	1.379636349E-3	1.004611840E-3	1.688400000E+0
2.883779144E+1	0.000000000E+0	1.491643174E+2	1.003811252E-3	1.054971479E-3	1.379407360E-3	1.004867838E-3	1.688400000E+0
2.883535516E+1	0.000000000E+0	1.492134940E+2	1.005091937E-3	1.058528665E-3	1.379147638E-3	1.005179365E-3	1.688400000E+0
2.883273842E+1	0.000000000E+0	1.492509385E+2	1.005977043E-3	1.061208779E-3	1.378963003E-3	1.005445141E-3	1.688400000E+0
2.883106009E+1	0.000000000E+0	1.492880434E+2	1.006795675E-3	1.063845237E-3	1.378776738E-3	1.005728613E-3	1.688300000E+0
2.882869599E+1	0.000000000E+0	1.493258431E+2	1.007687068E-3	1.066870289E-3	1.378603512E-3	1.006012783E-3	1.688300000E+0
2.882869599E+1	0.000000000E+0	1.493625195E+2	1.008510240E-3	1.069777296E-3	1.378420158E-3	1.006333739E-3	1.688300000E+0
2.882579952E+1	0.000000000E+0	1.494134220E+2	1.009638538E-3	1.073878026E-3	1.378120738E-3	1.006810809E-3	1.688300000E+0
2.882241579E+1	0.000000000E+0	1.494521434E+2	1.010516775E-3	1.077111927E-3	1.377885579E-3	1.007135608E-3	1.688300000E+0
2.882074648E+1	0.000000000E+0	1.494907643E+2	1.011404209E-3	1.080381218E-3	1.377633656E-3	1.007396844E-3	1.688200000E+0
2.881826507E+1	0.000000000E+0	1.495299119E+2	1.012283494E-3	1.083603245E-3	1.377339940E-3	1.007629093E-3	1.688200000E+0
2.881659577E+1	0.000000000E+0	1.495708936E+2	1.013228204E-3	1.087039476E-3	1.377032953E-3	1.007807558E-3	1.688200000E+0
2.881659577E+1	0.000000000E+0	1.496136536E+2	1.014365698E-3	1.091157901E-3	1.376636326E-3	1.007966697E-3	1.688200000E+0
2.881321203E+1	0.000000000E+0	1.496560535E+2	1.015173853E-3	1.094098552E-3	1.376354951E-3	1.008061343E-3	1.688200000E+0
2.881069453E+1	0.000000000E+0	1.497039314E+2	1.016343362E-3	1.098453649E-3	1.375825959E-3	1.008179504E-3	1.688100000E+0
2.880896206E+1	0.000000000E+0	1.497532997E+2	1.017323928E-3	1.102313865E-3	1.375532011E-3	1.008229214E-3	1.688100000E+0
2.880651674E+1	0.000000000E+0	1.497912231E+2	1.018080511E-3	1.105559059E-3	1.375237247E-3	1.008258318E-3	1.688100000E+0
2.880410752E+1	0.000000000E+0	1.498277489E+2	1.018660725E-3	1.108334982E-3	1.374947955E-3	1.008265419E-3	1.688100000E+0
2.880243821E+1	0.000000000E+0	1.498646662E+2	1.019177260E-3	1.111190999E-3	1.374638639E-3	1.008250983E-3	1.688000000E+0
2.879887400E+1	0.000000000E+0	1.499145826E+2	1.019803342E-3	1.115796738E-3	1.374219661E-3	1.008161344E-3	1.688000000E+0
2.879741222E+1	0.000000000E+0	1.499536096E+2	1.020083670E-3	1.119293855E-3	1.373815350E-3	1.008034218E-3	1.688000000E+0
2.879476839E+1	0.000000000E+0	1.500280541E+2	1.020117314E-3	1.125694485E-3	1.372905215E-3	1.007671002E-3	1.688000000E+0
2.879152000E+1	0.000000000E+0	1.500677534E+2	1.019867836E-3	1.129182288E-3	1.372322557E-3	1.007450628E-3	1.687900000E+0
2.878880398E+1	0.000000000E+0	1.501140719E+2	1.019299030E-3	1.133519807E-3	1.371396356E-3	1.007131767E-3	1.687900000E+0
2.878635865E+1	0.000000000E+0	1.501571824E+2	1.018499723E-3	1.137656858E-3	1.370595768E-3	1.006921986E-3	1.687900000E+0
2.878398552E+1	0.000000000E+0	1.501974323E+2	1.017549541E-3	1.141482848E-3	1.369703794E-3	1.006744686E-3	1.687900000E+0
2.878398552E+1	0.000000000E+0	1.502351404E+2	1.016465598E-3	1.145127462E-3	1.368949772E-3	1.006648410E-3	1.687900000E+0
2.878214476E+1	0.000000000E+0	1.502691649E+2	1.015200745E-3	1.148815034E-3	1.367998077E-3	1.006587758E-3	1.687800000E+0
2.877872491E+1	0.000000000E+0	1.503137955E+2	1.013594330E-3	1.152944053E-3	1.367039979E-3	1.006574486E-3	1.687800000E+0
2.877725411E+1	0.000000000E+0	1.503506416E+2	1.011942630E-3	1.156752114E-3	1.366182114E-3	1.006615232E-3	1.687800000E+0
2.877461027E+1	0.000000000E+0	1.503876830E+2	1.010180684E-3	1.160466578E-3	1.365278615E-3	1.006692299E-3	1.687800000E+0
2.877461027E+1	0.000000000E+0	1.504280640E+2	1.007985673E-3	1.164721092E-3	1.364429598E-3	1.006806502E-3	1.687800000E+0
2.877202959E+1	0.000000000E+0	1.504657300E+2	1.006151550E-3	1.168029150E-3	1.363627263E-3	1.006959472E-3	1.687700000E+0
2.876976473E+1	0.000000000E+0	1.505154464E+2	1.003141166E-3	1.173079014E-3	1.362568699E-3	1.007252839E-3	1.687700000E+0
2.876718405E+1	0.000000000E+0	1.505578183E+2	1.000693301E-3	1.176904421E-3	1.361897681E-3	1.007535029E-3	1.687700000E+0
2.876617344E+1	0.000000000E+0	1.506130789E+2	9.972233092E-4	1.181978965E-3	1.361015718E-3	1.008076593E-3	1.687700000E+0
2.876449509E+1	0.000000000E+0	1.506520138E+2	9.947731160E-4	1.185355359E-3	1.360504772E-3	1.008564024E-3	1.687700000E+0
2.876372811E+1	0.000000000E+0	1.506915592E+2	9.923115140E-4	1.188599039E-3	1.360099413E-3	1.009122818E-3	1.687600000E+0
2.876372811E+1	0.000000000E+0	1.507293044E+2	9.899026481E-4	1.191643998E-3	1.359794871E-3	1.009825617E-3	1.687600000E+0
2.875602215E+1	0.000000000E+0	1.507705772E+2	9.873018134E-4	1.194801997E-3	1.359620714E-3	1.010567532E-3	1.687600000E+0
2.875420846E+1	0.000000000E+0	1.508132795E+2	9.849244962E-4	1.197580132E-3	1.359566813E-3	1.011413871E-3	1.687600000E+0
2.875336928E+1	0.000000000E+0	1.508484593E+2	9.826209862E-4	1.200180850E-3	1.359627815E-3	1.012420631E-3	1.687600000E+0
2.875183531E+1	0.000000000E+0	1.508886444E+2	9.802931454E-4	1.202722080E-3	1.359767979E-3	1.013413887E-3	1.687500000E+0
2.875096907E+1	0.000000000E+0	1.509257735E+2	9.779446991E-4	1.205202891E-3	1.359977061E-3	1.014497597E-3	1.687500000E+0
2.875016598E+1	0.000000000E+0	1.509637833E+2	9.757697117E-4	1.207429566E-3	1.360222697E-3	1.015666523E-3	1.687400000E+0
2.874842447E+1	0.000000000E+0	1.510135047E+2	9.728149744E-4	1.210350776E-3	1.360569615E-3	1.017114613E-3	1.687400000E+0
2.874144037E+1	0.000000000E+0	1.510523506E+2	9.705608245E-4	1.212503761E-3	1.360895112E-3	1.018371549E-3	1.687400000E+0
2.873893187E+1	0.000000000E+0	1.511010983E+2	9.678314091E-4	1.215030439E-3	1.361404196E-3	1.020099851E-3	1.687400000E+0
2.873645946E+1	0.000000000E+0	1.511446828E+2	9.654210880E-4	1.217195531E-3	1.361812348E-3	1.021352480E-3	1.687400000E+0
2.873488939E+1	0.000000000E+0	1.511862878E+2	9.630993009E-4	1.219230005E-3	1.362209325E-3	1.022467390E-3	1.687300000E+0
2.873227261E+1	0.000000000E+0	1.512229286E+2	9.612159920E-4	1.220848993E-3	1.362588024E-3	1.023438876E-3	1.687300000E+0
2.873227261E+1	0.000000000E+0	1.512706374E+2	9.586527594E-4	1.223016530E-3	1.363161136E-3	1.024819096E-3	1.687300000E+0
2.872987238E+1	0.000000000E+0	1.513130187E+2	9.565022774E-4	1.224811654E-3	1.363570686E-3	1.025725855E-3	1.687300000E+0
2.872721950E+1	0.000000000E+0	1.513491654E+2	9.546635556E-4	1.226335065E-3	1.364028430E-3	1.026718412E-3	1.687300000E+0
2.872464783E+1	0.000000000E+0	1.513996152E+2	9.524795460E-4	1.228137291E-3	1.364615397E-3	1.027896651E-3	1.687200000E+0
2.872216639E+1	0.000000000E+0	1.514380687E+2	9.506595088E-4	1.229636022E-3	1.365139149E-3	1.028887229E-3	1.687200000E+0
2.871958570E+1	0.000000000E+0	1.514807377E+2	9.489370277E-4	1.231051399E-3	1.365660806E-3	1.029808074E-3	1.687200000E+0
2.871958570E+1	0.000000000E+0	1.515198330E+2	9.473811951E-4	1.232323702E-3	1.366209239E-3	1.030708430E-3	1.687200000E+0
2.871718547E+1	0.000000000E+0	1.515555096E+2	9.460719884E-4	1.233384479E-3	1.366767683E-3	1.031574793E-3	1.687200000E+0
2.871543492E+1	0.000000000E+0	1.515941333E+2	9.447890916E-4	1.234405790E-3	1.367419609E-3	1.032491098E-3	1.687100000E+0
2.871292641E+1	0.000000000E+0	1.516334432E+2	9.434177773E-4	1.235461794E-3	1.368009252E-3	1.033275621E-3	1.687100000E+0
2.870947946E+1	0.000000000E+0	1.516707863E+2	9.423018782E-4	1.236274140E-3	1.368643483E-3	1.034090063E-3	1.687000000E+0
2.870800864E+1	0.000000000E+0	1.517160840E+2	9.411036735E-4	1.237070188E-3	1.369376434E-3	1.034992747E-3	1.687000000E+0
2.870800864E+1	0.000000000E+0	1.517590898E+2	9.400370181E-4	1.237675780E-3	1.369949896E-3	1.035663649E-3	1.687000000E+0
2.870284724E+1	0.000000000E+0	1.518141405E+2	9.387938771E-4	1.238195458E-3	1.370889484E-3	1.036624075E-3	1.687000000E+0
2.870284724E+1	0.000000000E+0	1.518528820E+2	9.380606934E-4	1.238371478E-3	1.371571561E-3	1.037236885E-3	1.687000000E+0
2.870211634E+1	0.000000000E+0	1.518928559E+2	9.373360081E-4	1.238424447E-3	1.372410799E-3	1.037882641E-3	1.686900000E+0
2.869605259E+1	0.000000000E+0	1.519394306E+2	9.365403676E-4	1.238323050E-3	1.373073086E-3	1.038339222E-3	1.686900000E+0
2.869605259E+1	0.000000000E+0	1.519748411E+2	9.359403630E-4	1.238129684E-3	1.373773673E-3	1.038761227E-3	1.686900000E+0
2.869381477E+1	0.000000000E+0	1.520155579E+2	9.353833739E-4	1.237864257E-3	1.374424668E-3	1.039113035E-3	1.686900000E+0
2.869123407E+1	0.000000000E+0	1.520502074E+2	9.348742897E-4	1.237559714E-3	1.374994987E-3	1.039389870E-3	1.686900000E+0
2.868935719E+1	0.000000000E+0	1.520847769E+2	9.343849379E-4	1.237226068E-3	1.375600928E-3	1.039630151E-3	1.686800000E+0
2.868935719E+1	0.000000000E+0	1.521203982E+2	9.338706732E-4	1.236852375E-3	1.376204658E-3	1.039814553E-3	1.686800000E+0
2.868600046E+1	0.000000000E+0	1.521616405E+2	9.333675262E-4	1.236489159E-3	1.376703964E-3	1.039891853E-3	1.686800000E+0
2.868164213E+1	0.000000000E+0	1.522158904E+2	9.327349253E-4	1.236080541E-3	1.377328648E-3	1.039818162E-3	1.686800000E+0
2.868164213E+1	0.000000000E+0	1.522529362E+2	9.323125123E-4	1.235869247E-3	1.377633074E-3	1.039644121E-3	1.686800000E+0
2.868004498E+1	0.000000000E+0	1.522883808E+2	9.319310193E-4	1.235746895E-3	1.377900829E-3	1.039340510E-3	1.686700000E+0
2.867752743E+1	0.000000000E+0	1.523268281E+2	9.315659991E-4	1.235720818E-3	1.378122717E-3	1.038910472E-3	1.686700000E+0
2.867582199E+1	0.000000000E+0	1.523680916E+2	9.312399779E-4	1.235815347E-3	1.378297806E-3	1.038398594E-3	1.686700000E+0
2.867344882E+1	0.000000000E+0	1.524135731E+2	9.309567395E-4	1.236062613E-3	1.378465909E-3	1.037844224E-3	1.686700000E+0
2.867079592E+1	0.000000000E+0	1.524495749E+2	9.307975415E-4	1.236354117E-3	1.378612826E-3	1.037319074E-3	1.686700000E+0
2.867079592E+1	0.000000000E+0	1.524852073E+2	9.306998108E-4	1.236712793E-3	1.378778368E-3	1.036779140E-3	1.686600000E+0
2.866818813E+1	0.000000000E+0	1.525246323E+2	9.306620341E-4	1.237197430E-3	1.378975925E-3	1.036196249E-3	1.686600000E+0
2.866567058E+1	0.000000000E+0	1.525649844E+2	9.307091823E-4	1.237765420E-3	1.379162655E-3	1.035706955E-3	1.686600000E+0
2.866392905E+1	0.000000000E+0	1.526134379E+2	9.308697772E-4	1.238458091E-3	1.379497000E-3	1.035045716E-3	1.686600000E+0
2.866327033E+1	0.000000000E+0	1.526518865E+2	9.311157628E-4	1.239111647E-3	1.379811438E-3	1.034555142E-3	1.686600000E+0
2.866222361E+1	0.000000000E+0	1.526916423E+2	9.313761839E-4	1.239625504E-3	1.380170696E-3	1.034104847E-3	1.686500000E+0
2.866222361E+1	0.000000000E+0	1.527295747E+2	9.317134973E-4	1.240150537E-3	1.380591537E-3	1.033648732E-3	1.686500000E+0
2.865451755E+1	0.000000000E+0	1.527648990E+2	9.320842801E-4	1.240610145E-3	1.381062088E-3	1.033174573E-3	1.686500000E+0
2.865287527E+1	0.000000000E+0	1.528135862E+2	9.325777646E-4	1.241084305E-3	1.381768729E-3	1.032499597E-3	1.686500000E+0
2.865124201E+1	0.000000000E+0	1.528514198E+2	9.330015164E-4	1.241388265E-3	1.382360468E-3	1.031911350E-3	1.686500000E+0
2.865047502E+1	0.000000000E+0	1.528872329E+2	9.333706694E-4	1.241580350E-3	1.382977585E-3	1.031281077E-3	1.686400000E+0
2.865047502E+1	0.000000000E+0	1.529243814E+2	9.337157826E-4	1.241694321E-3	1.383609837E-3	1.030604937E-3	1.686400000E+0
2.864873348E+1	0.000000000E+0	1.529615446E+2	9.340499528E-4	1.241730177E-3	1.384265255E-3	1.029850100E-3	1.686300000E+0
