B(T),MR(%)
33.13,669.2240459666125
33.08665270736535,664.8705760677136
33.043418697708276,663.8988486092546
33.000297527530975,665.2652258267873
32.95728875564765,661.8960139882695
32.91439194316949,662.214901728813
32.87160665348971,664.1107631994332
32.82893245226875,669.9014597294704
32.786368907419586,679.5752935113785
32.74391558909314,688.7241759806725
32.70157206966381,692.255490493666
32.6593379237151,692.8887524018829
32.61721272802539,698.3049509341934
32.57519606155382,706.3133681942483
32.53328750542617,714.4591428002141
32.49148664292109,721.0933567954557
32.449793059456134,729.4088060764423
32.40820634257416,727.4312758263068
32.366726081929684,721.2235376848631
32.32535186927539,718.501460112634
32.28408329844873,715.3375844227481
32.242919965358666,719.4070916178121
32.20186146797243,722.4691423509605
32.16090740630248,725.2926126409445
32.12005738239348,721.9301658068739
32.07931100030944,722.0979473460577
32.03866786612088,725.1474350725937
31.99812758789219,732.2476430686396
31.957689775668978,747.1211500197444
31.917354041465625,755.9866880722949
31.877119999252802,756.119257782143
31.83698726494524,750.2225477146612
31.796955456389416,739.4280822207857
31.757024193351526,730.1256501511259
31.717193097505337,725.9353261403538
31.677461792420345,728.0784057398457
31.637829903549818,730.7164495729526
31.59829705821912,734.3770697603095
31.558862885613934,736.8556164148001
31.51952701676877,738.1206272346566
31.48028908455535,743.8460901126073
31.441148723671294,753.3961236516436
31.40210557062868,758.056734819346
31.363159263742894,758.977282318446
31.324309443121354,753.8980016745088
31.285555750652534,746.4663437309941
31.24689782999486,736.4000969621522
31.208335326565884,730.4556373768571
31.169867887531336,726.2748405480456
31.131495161794472,722.637593369553
31.093216799985303,724.2127982782829
31.055032454450064,728.9952660811836
31.01694177924061,733.2115288098054
30.978944430104068,737.8139102385578
30.941040064472354,746.924581853875
30.903228341451992,751.1512822970184
30.86550892181378,755.7792611914833
30.82788146798276,760.4736243957401
30.790345644028033,761.9754768072723
30.752901115652875,756.0129576935085
30.715547550184706,751.6248272680647
30.678284616565335,749.7153747309462
30.641111985341087,748.468509319626
30.60402932865319,740.6668177874496
30.567036320228034,735.9432083323493
30.530132635367703,733.3864930834586
30.49331795094038,732.0678674116452
30.45659194537101,727.4748082652775
30.41995429863183,728.5233024366548
30.383404692233196,736.7996360615725
30.346942809214227,739.7313564041731
30.310568334133766,742.8220585849575
30.27428095306116,737.2683955135292
30.238080353567362,730.0910940892092
30.201966224715818,723.4155711078274
30.16593825705371,723.3019453451788
30.12999614260299,722.8150151363668
30.094139574851717,725.2727056001959
30.058368248745225,729.5663078814955
30.022681860677604,736.9380096567792
29.987080108482985,744.3396227397254
29.95156269142711,746.2620606587109
29.916129310198784,745.6707169255216
29.880779666901557,745.9094591779148
29.84551346504527,742.3038028622307
29.810330409537865,735.8847714966023
29.775230206677072,727.3301137905444
29.740212564142322,721.5045850914362
29.70527719098652,719.7431620155581
29.67042379762812,720.5349206006108
29.635652095842993,720.3905690009851
29.6009617987566,718.8871060278359
29.566352620835993,715.9259211537574
29.531824277882087,712.2835463831017
29.49737648702178,712.206824750667
29.463008966700315,713.1964982144245
29.428721436673538,713.6819485087422
29.394513618000353,713.0586889521417
29.36038523303507,714.5652147886776
29.32633600541999,715.6375109363012
29.29236566007785,715.0586364592984
29.258473923204505,714.1381655631636
29.224660522261487,709.0370347264098
29.190925185968794,704.4178358209197
29.15726764429752,700.952795998295
29.12368762846277,700.7975526718278
29.0901848709164,700.659045125966
29.056759105340006,697.5323162757142
29.023410066637773,696.4604639829158
28.99013749092956,697.8159497622948
28.956941115543845,694.679421520191
28.92382067901092,693.7089596380813
28.89077592105591,695.7228466142922
28.85780658259206,698.0281502975608
28.82491240571388,700.8714793076344
28.792093133690496,704.2585141876157
28.759348510958887,705.7038253026433
28.72667828311734,704.0914433851275
28.694082196918778,704.1783395794214
28.661560000264295,705.483598734271
28.62911144219658,706.1539133607753
28.59673627289354,707.7717444267389
28.564434243661807,708.3122826217843
28.53220510693045,709.6329405061132
28.500048616244577,708.8839323999075
28.467964526259127,706.0843047398699
28.435952592732544,702.5375321030181
28.404012572520678,700.3437472603205
28.37214422357053,701.71471836973
28.34034730491422,705.8223626786651
28.308621576662855,708.9804466322964
28.27696680000054,712.978294347209
28.245382737178335,715.3341478621558
28.21386915150838,717.8091225845944
28.18242580735788,717.8141565110482
28.15105247014334,718.0135764666277
28.119748906324634,720.896754643607
28.088514883399295,721.9937533544678
28.05735016989668,720.5594633130975
28.026254535372328,717.7004001006454
27.995227750402204,713.0029120948561
27.964269586577142,708.9618643322019
27.933379816497144,703.4960346862406
27.902558213765907,697.6750481437216
27.871804552985207,695.8254612974226
27.841118609749476,697.6355734023416
27.810500160640284,697.811517548322
27.779948983220976,697.5489857105149
27.74946485603122,697.4171685740789
27.719047558581725,701.4977987507025
27.68869687134885,706.6946699138005
27.658412575769407,712.5926341805537
27.62819445423533,721.5965932011874
27.598042290088543,730.7210499198713
27.567955867615698,737.0001371889759
27.53793497204312,742.2830895994616
27.50797938953161,745.5920667541479
27.478088907171447,748.7523220603664
27.44826331297727,751.3465810845737
27.41850239588315,752.5673065336912
27.3888059457375,747.7436531787366
27.359173753298254,743.406781369134
27.329605610227848,745.0719798912403
27.30010130908841,750.6703478962553
27.270660643336853,757.2796254070977
27.241283407320108,760.0376298361593
27.21196939627028,758.7025946574913
27.18271840629995,757.4303274511467
27.153530234397387,757.8846141407764
27.12440467842191,762.7681760310535
27.09534153709917,764.1511087785614
27.06634061001656,762.8717154639306
27.037401697618556,758.0700759172136
27.008524601202204,755.7423272646423
26.9797091229125,754.1118472850524
26.950955065737947,753.2522752292367
26.922262233505986,754.9357193472737
26.893630430878616,758.0382232628456
26.865059463347887,759.7710263464016
26.836549137231554,757.0104152789506
26.808099259668648,754.6245329624138
26.779709638615188,752.0212411203206
26.751380082839795,750.9983924179066
26.723110401919456,751.9019925019923
26.694900406235202,750.6416100175654
26.666749906967937,745.9142767966227
26.638658716094135,736.3137089763005
26.610626646381753,725.8361582443326
26.582653511385985,714.2930488859108
26.554739125445202,707.2472341621183
26.52688330367677,703.2393610778879
26.49908586197304,701.4424867438611
26.471346616997227,700.4307405214001
26.44366538617945,697.7067163754753
26.416041987712646,693.4551061559846
26.38847624054867,690.0330126670085
26.36096796439426,691.9674441992274
26.333516979707195,697.4884558381192
26.30612310769229,697.9755151750464
26.27878617029761,695.3433056175952
26.251505990210536,693.8715373689205
26.22428239085399,695.1629563289209
26.197115196382562,698.9808631817373
26.170004231678803,700.188815484893
26.142949322349377,701.0530405899965
26.115950294721408,696.666179566449
26.08900697583867,692.1755229550669
26.062119193458,690.7901719582164
26.035286776045513,689.0881529132719
26.008509552773067,689.6738769814951
25.98178735351453,690.1976106368852
25.955120008842286,689.7825677624749
25.92850735002354,689.1747773675752
25.901949209016877,684.7249587642201
25.875445418468612,680.1433089010425
25.848995811709372,675.1393061846168
25.822600222750523,670.5707553048882
25.79625848628077,665.7122666326413
25.769970437662625,660.4142899458466
25.743735912929072,654.814706666222
25.717554748780064,650.6204207304122
25.691426782579207,649.5609174277672
25.665351852350337,654.0005820793082
25.639329796774238,665.5626739544049
25.61336045518523,674.7623037453131
25.587443667567953,680.0047074017818
25.561579274553996,683.0827959682908
25.53576711741871,684.1051549457042
25.510007038077884,685.7719007321866
25.484298879084587,690.3294352487167
25.458642483625905,693.6901844286824
25.4330376955198,696.5666984946015
25.407484359211885,696.3992732628178
25.381982319772344,696.3847239986148
25.35653142289273,699.0809263766821
25.33113151488291,701.0718772935104
25.305782442667923,704.0789902627698
25.28048405378496,706.007442559406
25.255236196380242,710.4377706244551
25.230038719206046,713.3906195331059
25.20489147161763,713.8931933061842
25.179794303570276,715.2653927150363
25.154747065616267,715.308160485584
25.129749608901957,717.9222713604238
25.104801785164785,717.9610980661987
25.079903446730388,717.1082495507465
25.05505444650963,713.3982405702313
25.03025463799577,708.9107652650937
25.00550387526152,704.4366238659334
24.980802012956246,703.1491543584798
24.956148906303056,704.5554601153206
24.931544411096034,706.3218259443929
24.906988383697374,706.4789536850369
24.88248068103464,704.7959078266964
24.85802116059792,700.6401824445111
24.833609680437146,695.616855637947
24.809246099159264,693.8496759106687
24.78493027592557,692.5469100948353
24.760662070448955,694.9512033271142
24.73644134299123,696.6804428625755
24.712267954360428,696.6700552291346
24.68814176590816,694.7794293699255
24.664062639526925,693.4932770810553
24.640030437647535,691.4839150414971
24.616045023236417,689.1184612201617
24.59210625979309,687.4057511700739
24.568214011347507,686.6528374482721
24.544368142457536,686.9429346855468
24.520568518206343,687.9325227388186
24.49681500419992,687.9374684507713
24.47310746656447,690.0913289427026
24.44944577194398,693.4920216152723
24.42582978749764,695.6614637959749
24.402259380897423,694.6054815917695
24.37873442032556,692.2659749529138
24.35525477447213,692.041686126929
24.33182031253257,692.4446441652135
24.308430904205302,695.2467821504085
24.28508641968925,694.5297122059945
24.261786729681504,693.0065761927374
24.238531705374882,691.4767147058003
24.2153212184556,691.5992128694384
24.192155141100866,692.0555031912127
24.16903334597658,692.9186334138255
24.145955706234954,691.4673698167092
24.122922095512244,688.0521694631036
24.099932387926394,683.5458531294867
24.07698645807479,683.0103432575536
24.054084181031914,684.8623004718173
24.031225432347167,687.1449663799272
24.008410088042524,688.8435107554943
23.98563802461037,689.2044694218858
23.9629091190112,688.2922584761454
23.940223248671476,689.1626431628242
23.917580291481347,690.4344022710291
23.894980125792536,692.9103308232063
23.872422630416086,694.4213721050428
23.84990768462027,693.8579940894446
23.827435168128357,693.5367502211044
23.805004961116545,694.5286260595399
23.782616944211775,697.4096875172233
23.760270998489652,698.4020613559018
23.7379670054723,698.7201869457758
23.715704847126325,697.5783940302351
23.693484405860662,693.8380394676594
23.671305564524573,688.5174446447763
23.64916820640553,684.714776101365
23.627072215227223,682.8405026163293
23.60501747514746,682.4722297890148
23.58300387075621,683.9948459609996
23.561031287073543,684.0256668643472
23.539099609547648,682.6402345082394
23.51720872405283,681.4042869302514
23.49535851688755,679.9604870978588
23.473548874772423,678.6338768619216
23.451779684848315,676.7599800828723
23.43005083467433,676.1787616442913
23.40836221222593,675.294215789177
23.386713705892966,674.2966696272146
23.365105204477814,674.1930653281465
23.343536597193406,673.8978769167657
23.322007773661404,673.4766015598304
23.300518623910257,672.3514482018021
23.279069038373386,671.2655160034324
23.257658907887265,669.884375291866
23.23628812368962,666.4396997141674
23.21495657741754,661.3992569757527
23.193664161105694,657.4360229820791
23.172410767184463,652.6485463562435
23.15119628847817,648.6317692627139
23.130020618203247,644.2496885353396
23.108883649966458,641.4968417449579
23.08778527776311,639.3879654746755
23.066725395975297,638.32849953704
23.04570389937011,637.8339707550847
23.02472068309792,635.5932583146325
23.00377564269059,633.8131115024769
22.982868674059795,633.0821389015024
22.961999673495235,634.1393018690493
22.941168537662993,636.9270609861281
22.920375163603747,642.1167711979873
22.899619448731166,647.9887037548485
22.878901290830125,653.686307874894
22.858220588055122,658.682379827527
22.837577238928517,662.2187999806952
22.816971142338968,662.4882863578978
22.79640219753968,662.2611490085751
22.775870304146864,661.1660741645044
22.755375362138004,658.9650845006468
22.734917271850332,656.1147984659481
22.71449593397912,651.5903565410028
22.69411124957615,648.2019824417787
22.67376312004805,643.3598140933707
22.653451447154772,640.6918054214962
22.633176133007947,642.4657912996315
22.612937080069358,645.3188766411316
22.592734191149344,649.9615562243888
22.57256736940528,652.4972444635802
22.552436518339984,655.2533959777069
22.532341541800232,658.9487761273713
22.512282343975166,663.2934492184509
22.492258829394835,666.6447650464786
22.472270902928617,668.0357903358107
22.452318469783773,667.6175544197824
22.432401435503895,666.6934284970466
22.412519705967465,666.8379486862841
22.392673187386322,667.2906328884699
22.372861786304234,669.130230234877
22.353085409595387,672.2777821342174
22.33334396446298,675.5416098954029
22.313637358437706,677.0916274147257
22.293965499376377,677.9372001952579
22.274328295460425,677.8285985588032
22.25472565519453,677.8121025683058
22.235157487405157,677.7472787954198
22.215623701239167,679.4564920796415
22.196124206162388,679.0115243124758
22.176658911958253,678.5970986880995
22.157227728726358,678.3804541619929
22.137830566881135,679.9053979692687
22.118467337150417,680.9423331411074
22.09913795057413,682.5040449434341
22.079842318502862,683.8333816817112
22.06058035259658,686.0534742255894
22.041351964823217,688.494218677605
22.022157067457382,690.666555972876
22.00299557307898,694.0464117075303
21.983867394571938,696.5919170560265
21.964772445122822,699.2901726943021
21.94571063821959,699.720118116046
21.926681887650226,700.8280971750387
21.907686107501487,702.1183736612363
21.88872321215757,702.6441083627797
21.86979311629887,704.0425413409093
21.850895734900643,703.8910359602455
21.832030983231807,702.0860086048349
21.813198776853593,699.0685125501968
21.79439903161836,696.2552596705069
21.775631663668285,690.0663255124849
21.75689658943416,683.3842503073278
21.73819372563411,677.4275410228036
21.7195229892724,672.6247931350142
21.700884297638165,667.7154377593102
21.68227756830424,663.0331399390057
21.663702719125887,659.5451017312193
21.64515966823964,656.994148137939
21.626648334062054,655.7542268973555
21.60816863528856,655.8561126654267
21.589720490892212,658.1989489444966
21.571303820122573,660.1896341678261
21.552918542504468,661.7771786718092
21.53456457783688,661.33966931291
21.51624184619171,659.6595749677452
21.497950267912696,658.1627397923817
21.479689763614186,658.8559677495306
21.46146025418004,658.3763988999282
21.44326166076246,657.7216438783363
21.42509390478087,654.5469292103295
21.40695690792077,652.2446472185254
21.388850592132624,650.475853727424
21.37077487963073,650.8732013070853
21.35272969289212,650.8527998810123
21.33471495465542,649.1296891319555
21.316730587919807,646.8195011248242
21.298776515943835,641.8948386923348
21.28085266224441,638.3854008547955
21.262958950595664,634.0983988160358
21.245095305027895,633.8226889533206
21.22726164982647,633.5138602971876
21.2094579095308,633.0279682233679
21.19168400893321,631.8508725300171
21.173939873077934,630.7817509602442
21.15622542726004,630.0028588084147
21.13854059702439,629.9931754070387
21.120885308164578,631.8440024628553
21.10325948672192,635.3123935143315
21.085663058984384,637.1802932221024
21.068095951485617,638.4230345764898
21.050558091003857,638.681315907688
21.033049404560984,639.1213627559459
21.015569819421433,640.9353991801204
20.99811926309126,641.7332817485035
20.980697663317095,641.5427664731784
20.963304948085153,638.8860935789874
20.94594104562024,636.9565926446317
20.928605884384794,635.2086999921601
20.911299393077847,633.4157430837306
20.89402150063411,632.8241325658983
20.876772136222947,632.7617993479612
20.859551229247444,634.3234701191113
20.842358709343422,635.5177238228534
20.825194506378505,635.6080667175922
20.808058550451126,637.4390829505305
20.790950771889623,638.474091961698
20.77387110125126,640.3789363920173
20.75681946932131,642.6126731373831
20.73979580711211,643.3256298522953
20.72280004586213,643.7278611286508
20.705832117035044,644.5360509781931
20.68889195231883,645.306621583054
20.67197948362481,646.1156959061361
20.655094643086798,646.7739760912566
20.638237363060128,648.6232821020119
20.62140757612081,650.2219508879666
20.60460521506457,651.5386789788172
20.587830212906027,652.6568093088487
20.57108250287773,653.405799904635
20.554362018429327,653.5909385505482
20.53766869322665,652.9011050361812
20.521002461150868,651.6592352808902
20.504363256297573,649.4936051285972
20.487751012975956,647.4888633578952
20.471165665707904,646.5867791425226
20.45460714922718,646.3796050022593
20.438075398478514,647.5579605040587
20.421570348616807,647.6246588328181
20.40509193500624,647.888601894072
20.38864009321947,647.1867124628212
20.37221475903673,646.3135877329721
20.35581586844507,645.4628943067357
20.339443357637464,644.8914712547175
20.32309716301202,646.1902438392962
20.306777221171117,647.0543542676559
20.29048346892064,646.8068210054594
20.27421584326911,646.4455856198758
20.25797428142692,646.837124462246
20.24175872080548,648.7833526590452
20.225569099016447,649.2144098891185
20.209405353870913,648.6683493488634
20.193267423378618,647.5022550180711
20.177155245747137,645.2718969383552
20.16106875938112,644.3949532953828
20.145007902881467,643.4714458598694
20.1289726150446,642.2967960930516
20.11296283486163,640.671285480983
20.096978501517633,639.2999113339831
20.081019554390835,638.4585518191273
20.065085933051886,636.4192216128337
20.049177577263066,634.3511995708471
20.033294426977548,633.1131038342813
20.017436422338623,633.0015386293799
20.00160350367897,634.7150694447
19.985795611519887,636.0394895093355
19.970012686570556,636.967443764092
19.9542546697273,636.8417952733689
19.938521502072856,635.8692925903109
19.922813124875614,635.7490827576858
19.907129479588917,636.1569541913433
19.89147050785031,637.1988159183413
19.87583615148084,638.4577635494223
19.860226352484297,640.3324864633503
