Frequency (T),Intensities (arb. units)
0.0,13.229508984841967
2.1307610701655824,13.391582899244112
4.261522140331165,15.94002117020664
6.392283210496747,19.113355218294462
8.52304428066233,22.119212877555217
10.653805350827913,32.31346509089564
12.784566420993494,40.90440203415121
14.915327491159076,63.40958324646174
17.04608856132466,64.70943562959486
19.176849631490242,36.064025564789745
21.307610701655825,27.687594827799362
23.438371771821405,154.02028339675877
25.56913284198699,103.81694868490476
27.69989391215257,171.8698641199724
29.83065498231815,152.2181085061774
31.961416052483735,97.70388451557487
34.09217712264932,158.63909132237166
36.2229381928149,273.75704839098705
38.353699262980484,542.2070488771029
40.48446033314607,2517.659240192731
42.61522140331165,328.8004916033259
44.74598247347723,775.2770155109923
46.87674354364281,650.5751984652934
49.00750461380839,688.6616508362262
51.13826568397398,398.59408617304064
53.26902675413956,1698.3655449738553
55.39978782430514,1590.9985868467015
57.530548894470726,1327.4935349099208
59.6613099646363,700.6334843412218
61.792071034801886,451.439272009491
63.92283210496747,749.0166974154153
66.05359317513306,104.53480393984007
68.18435424529864,820.3679766505273
70.31511531546421,661.4751191753113
72.4458763856298,512.8980131790669
74.57663745579538,497.1715695505167
76.70739852596097,540.2699371665577
78.83815959612654,354.72950707593645
80.96892066629214,1067.9513812017972
83.09968173645771,833.2641258453536
85.2304428066233,230.4286885998802
87.36120387678888,230.28934219275547
89.49196494695445,801.0660047161908
91.62272601712004,483.7176001005423
93.75348708728562,660.7038834085993
95.88424815745121,1256.921164774692
98.01500922761679,770.8834454693097
100.14577029778238,933.9374193632787
102.27653136794795,735.357136704378
104.40729243811353,845.7975780132911
106.53805350827912,272.111636676712
108.6688145784447,650.6960328588929
110.79957564861029,655.1629275675225
112.93033671877586,846.4402220521687
115.06109778894145,566.1106329387728
117.19185885910703,717.0461784461218
119.3226199292726,921.1579649663665
121.4533809994382,587.3280541589113
123.58414206960377,202.55419423900432
125.71490313976936,384.17248821598406
127.84566420993494,247.5768770643389
129.97642528010053,128.427529740695
132.10718635026612,136.22809015700247
134.23794742043168,430.5912734415946
136.36870849059727,387.96692552581834
138.49946956076286,459.2136229138332
140.63023063092842,360.49101209819287
142.760991701094,630.9970542587946
144.8917527712596,704.5079902637497
147.0225138414252,778.6462895531832
149.15327491159076,926.2821086892466
151.28403598175635,2141.8709137917413
153.41479705192194,1769.274751629229
155.5455581220875,746.682830316731
157.6763191922531,398.1114019977235
159.80708026241868,971.1869109495415
161.93784133258427,934.0467952492145
164.06860240274983,1161.3034001122394
