Timestamp_002	Field_002	Motor_position_002	Cernox_T_002	RuO2_T_002	S1_X_002	S1_Y_002	S2_X_002	S2_Y_002
1.094625670E-1	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.626529783E-3	9.526208159E-4	1.936855167E-2	-2.563173138E-2
1.543689760E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.630378008E-3	9.503194015E-4	1.936632954E-2	-2.563055232E-2
1.962820970E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.629971951E-3	9.470627992E-4	1.936444268E-2	-2.563332021E-2
2.485383230E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.629022933E-3	9.469698998E-4	1.936496608E-2	-2.563568018E-2
2.924825140E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.626501378E-3	9.448751807E-4	1.936358027E-2	-2.563630603E-2
3.382887540E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.620209362E-3	9.496879647E-4	1.936054602E-2	-2.564016543E-2
3.805764570E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.618298288E-3	9.566571680E-4	1.935828850E-2	-2.564467303E-2
4.411371750E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.616637740E-3	9.548504022E-4	1.935566030E-2	-2.564618364E-2
4.818060410E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.613453548E-3	9.517506114E-4	1.935379021E-2	-2.564665489E-2
5.426158510E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.615067065E-3	9.481992456E-4	1.935227774E-2	-2.564735152E-2
5.860952310E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.616035640E-3	9.423071751E-4	1.935043000E-2	-2.564900927E-2
6.373421830E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269300000E+0	7.619468961E-3	9.354249924E-4	1.934997179E-2	-2.564866841E-2
6.798711980E-1	-3.500019861E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.619078737E-3	9.203976370E-4	1.934830099E-2	-2.564965561E-2
7.391686390E-1	-3.500019861E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.614669390E-3	9.150740807E-4	1.934707351E-2	-2.565128542E-2
7.853394320E-1	-3.500019861E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.614932954E-3	9.187897085E-4	1.934623532E-2	-2.565342560E-2
8.372195470E-1	-3.500019861E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.613213267E-3	9.230017895E-4	1.934836060E-2	-2.565632202E-2
8.778328230E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.609800901E-3	9.354835493E-4	1.935084723E-2	-2.565959468E-2
9.404972580E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.608378772E-3	9.422145085E-4	1.935232803E-2	-2.566148713E-2
9.848251390E-1	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.603074890E-3	9.458395070E-4	1.935408078E-2	-2.566382848E-2
1.038580693E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.604261395E-3	9.475739789E-4	1.936137117E-2	-2.566589415E-2
1.091697927E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.609551307E-3	9.456530097E-4	1.936668716E-2	-2.566492371E-2
1.138761261E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.610801607E-3	9.477726999E-4	1.937257871E-2	-2.566302195E-2
1.186660123E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.617687341E-3	9.471778176E-4	1.937800273E-2	-2.566049434E-2
1.240257368E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.620847318E-3	9.406657773E-4	1.938020811E-2	-2.565856278E-2
1.280702705E+0	-3.500037890E+1	3.739950000E+2	1.742400000E+0	1.269200000E+0	7.624581456E-3	9.361224365E-4	1.938246936E-2	-2.565507032E-2
1.341269606E+0	-3.500019861E+1	3.739950000E+2	1.742400000E+0	1.269200000E+0	7.628885564E-3	9.335241630E-4	1.938207634E-2	-2.565415762E-2
1.384784302E+0	-3.500028875E+1	3.739950000E+2	1.742400000E+0	1.269200000E+0	7.631768472E-3	9.351682966E-4	1.938083395E-2	-2.565085888E-2
1.441305012E+0	-3.500028875E+1	3.739950000E+2	1.742400000E+0	1.269200000E+0	7.635050919E-3	9.376988746E-4	1.937567629E-2	-2.565088309E-2
1.483942027E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.639192976E-3	9.386717575E-4	1.937014982E-2	-2.565178089E-2
1.541427174E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.640920579E-3	9.402528522E-4	1.936976425E-2	-2.565231733E-2
1.584453550E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.640382741E-3	9.466423653E-4	1.937166788E-2	-2.565018833E-2
1.635132751E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.640627213E-3	9.509099764E-4	1.937141828E-2	-2.564680018E-2
1.680582621E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.641000208E-3	9.559547762E-4	1.937013306E-2	-2.564160898E-2
1.741612680E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.640940137E-3	9.602045757E-4	1.937025599E-2	-2.563820779E-2
1.786474882E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.637683302E-3	9.616824682E-4	1.936895214E-2	-2.563515119E-2
1.839944246E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.637061179E-3	9.616957977E-4	1.936788857E-2	-2.563774400E-2
1.886779284E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.637863047E-3	9.574820288E-4	1.936564408E-2	-2.564213984E-2
1.942598038E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.637416013E-3	9.554122807E-4	1.936308108E-2	-2.564439550E-2
1.986280113E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.639871445E-3	9.564228239E-4	1.935786195E-2	-2.564658783E-2
2.048753459E+0	-3.500037890E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.638807874E-3	9.534707642E-4	1.935657859E-2	-2.564987540E-2
2.090006185E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.637115661E-3	9.506267379E-4	1.935518161E-2	-2.565553226E-2
2.140457159E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.639171090E-3	9.441513685E-4	1.935480908E-2	-2.565887012E-2
2.186846911E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.638056762E-3	9.378753602E-4	1.935175248E-2	-2.566012181E-2
2.238951843E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.636970375E-3	9.359276155E-4	1.934877038E-2	-2.566145360E-2
2.285212961E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.636153605E-3	9.293386829E-4	1.934756525E-2	-2.566579916E-2
2.345240755E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.632594556E-3	9.264290566E-4	1.934823208E-2	-2.566883527E-2
2.390049344E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.632228080E-3	9.282004321E-4	1.934776828E-2	-2.567114309E-2
2.437175538E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.629975676E-3	9.272930329E-4	1.934668794E-2	-2.567159012E-2
2.478690842E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.623108570E-3	9.314900381E-4	1.933974028E-2	-2.567337826E-2
2.542634823E+0	-3.500028875E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.619690150E-3	9.351315093E-4	1.933582872E-2	-2.567400597E-2
2.594852611E+0	-3.500019861E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.609575987E-3	9.380491683E-4	1.933380775E-2	-2.567489818E-2
2.639413499E+0	-3.500019861E+1	3.739950000E+2	1.742600000E+0	1.269200000E+0	7.602869067E-3	9.393519140E-4	1.933447830E-2	-2.567685954E-2
2.680509110E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.594719529E-3	9.389768238E-4	1.933738403E-2	-2.567975596E-2
2.752688850E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.591012865E-3	9.352992638E-4	1.934088580E-2	-2.567981556E-2
2.799075433E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.588282227E-3	9.364478174E-4	1.934375614E-2	-2.567972615E-2
2.845985163E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269200000E+0	7.589398418E-3	9.361940320E-4	1.934686862E-2	-2.567639947E-2
2.889332962E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.590704598E-3	9.405097226E-4	1.934990101E-2	-2.567105554E-2
2.941049281E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.595107891E-3	9.453397361E-4	1.935057156E-2	-2.566408180E-2
2.981542678E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.596995216E-3	9.417273104E-4	1.935372315E-2	-2.565091848E-2
3.044227714E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.594028954E-3	9.431947838E-4	1.935196482E-2	-2.564523183E-2
3.090656464E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.595242001E-3	9.437059052E-4	1.934980415E-2	-2.563926019E-2
3.142537521E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.595442235E-3	9.446325130E-4	1.934570819E-2	-2.563668788E-2
3.185470172E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.600570563E-3	9.461273439E-4	1.934277825E-2	-2.563547157E-2
3.239726642E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.608614862E-3	9.423759184E-4	1.934067719E-2	-2.563457564E-2
3.283760846E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.612943649E-3	9.390623309E-4	1.934071630E-2	-2.563430369E-2
3.336839935E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.618521806E-3	9.396524983E-4	1.933841780E-2	-2.563374676E-2
3.382987702E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.624127902E-3	9.366694721E-4	1.933366805E-2	-2.563302778E-2
3.444139270E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.629291620E-3	9.367731400E-4	1.933224313E-2	-2.563104406E-2
3.489124931E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.631831802E-3	9.349950706E-4	1.933088154E-2	-2.563106455E-2
3.540238620E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.630177774E-3	9.314435883E-4	1.933255047E-2	-2.563399076E-2
3.583013644E+0	-3.500037890E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.627078332E-3	9.258309728E-4	1.933660172E-2	-2.563476935E-2
3.638991492E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.621912751E-3	9.184207884E-4	1.934115402E-2	-2.563310973E-2
3.687262110E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.613153663E-3	9.146991069E-4	1.934313774E-2	-2.563022450E-2
3.750041507E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.608084474E-3	9.158225148E-4	1.934423111E-2	-2.563069575E-2
3.792395736E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.599746343E-3	9.081557509E-4	1.934414171E-2	-2.562872879E-2
3.841709544E+0	-3.500019861E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.591777947E-3	9.043458267E-4	1.934422180E-2	-2.562816814E-2
3.888185275E+0	-3.500028875E+1	3.739950000E+2	1.742500000E+0	1.269100000E+0	7.587071042E-3	8.980834973E-4	1.934410445E-2	-2.562492527E-2
