Frequency (T),Intensities (arb. units)
0.0,85.21583226002261
2.1307610701655824,73.33152724072534
4.261522140331165,68.01617965774574
6.392283210496747,67.0064328028526
8.52304428066233,67.24261795780018
10.653805350827913,54.8490018136666
12.784566420993494,70.47182573084851
14.915327491159076,47.482559350783355
17.04608856132466,37.315721994804754
19.176849631490242,130.40693582083622
21.307610701655825,98.68939427749287
23.438371771821405,116.63148795555317
25.56913284198699,151.50270251233044
27.69989391215257,136.807877897685
29.83065498231815,228.0362372223364
31.961416052483735,314.6693385824184
34.09217712264932,79.77178247534316
36.2229381928149,90.30777741073983
38.353699262980484,396.8272940310408
40.48446033314607,490.3264167877045
42.61522140331165,514.395526612872
44.74598247347723,1610.2542679651904
46.87674354364281,448.80188801467324
49.00750461380839,468.4111173664752
51.13826568397398,871.0930724784329
53.26902675413956,952.1229844372558
55.39978782430514,570.5408043921249
57.530548894470726,377.3540050398599
59.6613099646363,792.0960733975675
61.792071034801886,668.4414499753217
63.92283210496747,239.00023395028393
66.05359317513306,533.8020001355727
68.18435424529864,725.1178042832394
70.31511531546421,296.6851640243601
72.4458763856298,436.9067783886579
74.57663745579538,850.4542535084662
76.70739852596097,1453.4496832303662
78.83815959612654,1583.2563789108424
80.96892066629214,2354.6653783111306
83.09968173645771,1723.6990942048471
85.2304428066233,1691.1762398055293
87.36120387678888,874.7292476735691
89.49196494695445,986.761587342792
91.62272601712004,1229.4053825334224
93.75348708728562,1002.2696772874108
95.88424815745121,723.4268672817157
98.01500922761679,617.0203524571954
100.14577029778238,256.94139517323805
102.27653136794795,402.48274651200404
104.40729243811353,560.2186691587916
106.53805350827912,233.12758912651077
108.6688145784447,219.97342932848264
110.79957564861029,115.00943819029946
112.93033671877586,45.772990932046724
115.06109778894145,120.41890327482893
117.19185885910703,225.64128080998952
119.3226199292726,180.9208013554976
121.4533809994382,252.4765964087856
123.58414206960377,304.6400228193189
125.71490313976936,479.3844030654937
127.84566420993494,254.39507192981867
129.97642528010053,677.7578735735784
132.10718635026612,606.7151328025919
134.23794742043168,496.510331265164
136.36870849059727,534.5135673636711
138.49946956076286,580.5690296187689
140.63023063092842,388.4093566064019
142.760991701094,170.701001185396
144.8917527712596,133.0679317094276
147.0225138414252,320.18251224562675
149.15327491159076,315.10835922100847
151.28403598175635,140.79777186796505
153.41479705192194,336.1089885490881
155.5455581220875,338.23448065096864
157.6763191922531,205.54111438527258
159.80708026241868,207.90926692793232
161.93784133258427,143.60784770852945
164.06860240274983,359.96511240077473
166.19936347291542,553.6192058177533
168.330124543081,429.73647369103855
170.4608856132466,357.05844392618866
172.59164668341216,284.16277902722425
174.72240775357776,160.01665241668516
176.85316882374335,190.4032499231281
178.9839298939089,219.40800001914994
181.1146909640745,77.24670037893526
183.2454520342401,197.88093492304532
185.37621310440568,367.675328985987
187.50697417457124,359.04208617807546
189.63773524473683,394.32781393456986
191.76849631490242,97.63878218836088
193.89925738506798,257.3306195566407
196.03001845523357,226.70146331130712
198.16077952539916,114.699275924614
200.29154059556475,233.83749588234252
202.42230166573032,302.2996598945641
204.5530627358959,355.7286242396244
206.6838238060615,307.3586967173582
208.81458487622706,325.00631622255776
210.94534594639265,239.9022734456355
213.07610701655824,182.71432589848015
215.20686808672383,162.12125631076105
217.3376291568894,190.61830161046666
219.46839022705498,383.7532299872557
221.59915129722057,392.99466810462354
223.72991236738613,383.1516150918326
225.86067343755172,318.74730062942575
227.99143450771732,134.39232926359358
230.1221955778829,38.19828690012331
232.25295664804847,39.184367996845225
234.38371771821406,120.0451394727596
236.51447878837965,186.56712191126698
238.6452398585452,100.33487420803209
240.7760009287108,100.24118445369892
242.9067619988764,129.0020365817182
245.03752306904198,50.96028503145179
247.16828413920754,150.6405655578796
249.29904520937313,148.30069739313944
251.42980627953872,221.40324980127897
253.5605673497043,231.89718323085117
255.69132841986988,248.98106879285825
257.82208949003547,285.53996210850033
259.95285056020106,304.3045208904299
262.08361163036665,306.89052067884944
264.21437270053224,166.50028041083795
266.34513377069777,64.20229175092206
268.47589484086336,212.08555171990164
270.60665591102895,331.87655457221285
272.73741698119454,420.40532413048305
274.86817805136013,259.1928787707307
276.9989391215257,174.72993070900554
279.1297001916913,393.8616150932732
281.26046126185685,324.2602456546124
283.39122233202244,234.55591611334577
285.521983402188,340.0167655097387
287.6527444723536,476.97606825243446
289.7835055425192,584.1911513046339
291.9142666126848,495.1322948401715
294.0450276828504,423.0436881442737
296.1757887530159,279.9361422661381
298.3065498231815,185.30530832137785
300.4373108933471,203.54249543666523
302.5680719635127,383.6731190986335
304.6988330336783,338.6620825437615
306.8295941038439,250.03691885845208
308.96035517400946,413.80748465093336
311.091116244175,475.4089458806184
313.2218773143406,306.7093083260867
315.3526383845062,154.92478887138603
317.48339945467177,404.25731101770384
319.61416052483736,542.1851221317781
321.74492159500295,520.1725502564336
323.87568266516854,565.4239639139613
326.0064437353341,713.8559058106537
328.13720480549966,841.085772220074
330.26796587566525,1020.795628887288
332.39872694583084,1239.2198658269026
334.52948801599644,1472.8735691828495
336.660249086162,1750.644770113032
338.7910101563276,2017.6265479207993
340.9217712264932,2269.156162908465
343.05253229665874,2454.01018166085
345.18329336682433,2396.8573586628286
347.3140544369899,2289.0033711432184
349.4448155071555,2173.527433721101
351.5755765773211,1851.0525569822933
353.7063376474867,1516.9340666566688
355.8370987176523,1182.1257194153657
357.9678597878178,946.379373172926
360.0986208579834,765.871231645509
362.229381928149,589.0753514902874
364.3601429983146,458.027335497483
366.4909040684802,485.5566342851512
368.62166513864577,538.1151521021554
370.75242620881136,591.1041520693258
372.8831872789769,452.16197833710424
375.0139483491425,407.0477043343216
377.14470941930807,434.19622605244655
379.27547048947366,238.94303809857723
381.40623155963925,224.33558810539134
383.53699262980484,376.63858632359324
385.66775369997043,397.71530119306897
387.79851477013597,320.56448883249544
389.92927584030156,314.24911913709263
392.06003691046715,354.44526840752167
394.19079798063274,327.5439381626742
396.3215590507983,233.12595983522658
398.4523201209639,205.65284583685818
400.5830811911295,155.4393248940225
402.71384226129504,65.42646445055152
404.84460333146063,60.80932949707175
406.9753644016262,147.5000421271031
409.1061254717918,176.7242766882777
411.2368865419574,117.50890478035511
413.367647612123,91.85582711132125
415.4984086822886,113.73281208270426
417.6291697524541,133.16223826728384
419.7599308226197,133.59872380711033
421.8906918927853,137.87666974146737
424.0214529629509,115.46252509567279
426.1522140331165,145.2599734653142
428.28297510328207,236.67839390636584
430.41373617344766,341.29917327249814
432.5444972436132,376.3338739700859
434.6752583137788,388.0074860523398
436.8060193839444,506.0093620595344
438.93678045410996,634.3669041157317
441.06754152427555,673.4878567277946
443.19830259444115,677.8005682162482
445.32906366460674,667.1727277874444
447.45982473477227,626.614326837062
449.59058580493786,564.2397407968932
451.72134687510345,499.2509811659132
453.85210794526904,459.6695540348069
455.98286901543463,419.1546327362613
458.1136300856002,419.436162459184
460.2443911557658,358.6850347374306
462.37515222593134,320.336106915798
464.50591329609694,356.9136863383589
466.6366743662625,315.0043943183583
468.7674354364281,216.89161779387453
470.8981965065937,263.5648015974456
473.0289575767593,251.5972867662808
475.1597186469249,183.8996429187387
477.2904797170904,121.09667416866547
479.421240787256,41.016679443770414
481.5520018574216,113.80491184374074
483.6827629275872,172.75262341649673
485.8135239977528,175.00554885853313
487.9442850679184,134.3927971948869
490.07504613808396,109.91043368358432
492.20580720824955,115.99582400697108
494.3365682784151,119.44555332137486
496.4673293485807,91.52375257429837
498.59809041874627,30.81785997077269
500.72885148891186,46.03742345029546
502.85961255907745,116.08909172738166
504.99037362924304,110.63133549688013
507.1211346994086,55.87000196685921
509.25189576957416,61.42751976261513
511.38265683973975,114.10129148780011
513.5134179099053,155.535986721565
515.6441789800709,132.52403338778538
517.7749400502365,117.51141233685655
519.9057011204021,81.84152246220428
522.0364621905677,77.51696109970582
524.1672232607333,78.40081533734362
526.2979843308989,48.49868481229595
528.4287454010645,61.95177892908926
530.55950647123,71.95756078299476
532.6902675413955,51.72034505130802
534.8210286115611,29.573831979440364
536.9517896817267,42.68410614782151
539.0825507518923,85.57226942942135
541.2133118220579,134.69531796451213
543.3440728922235,169.1949281898612
545.4748339623891,197.02524733059198
547.6055950325547,182.6924643635881
549.7363561027203,152.17327061122342
551.8671171728859,85.59945256406179
553.9978782430514,60.48820882033354
556.128639313217,57.887171850120325
558.2594003833826,72.4135918242417
560.3901614535482,74.50832052663435
562.5209225237137,120.6962531746161
564.6516835938793,207.40310713688405
566.7824446640449,244.38970054141996
568.9132057342105,212.1002379853561
571.043966804376,147.74000465620864
573.1747278745416,67.7477371954523
575.3054889447072,23.426346197459264
577.4362500148728,80.2477815356443
579.5670110850384,110.03446666329936
581.697772155204,103.627092500502
583.8285332253696,79.52894784758162
585.9592942955352,80.03433053112194
588.0900553657008,107.47232842206228
590.2208164358664,113.72891172388456
592.3515775060318,99.32486473196155
594.4823385761974,80.44144880562014
596.613099646363,114.48543083038244
598.7438607165286,113.95293818691441
600.8746217866942,71.22258527874783
603.0053828568598,21.31706513096125
605.1361439270254,13.270279841576446
607.266904997191,23.48898330445604
609.3976660673566,45.70327408830836
611.5284271375222,115.90909617888128
613.6591882076877,201.08651117079702
615.7899492778533,256.31734248102623
617.9207103480189,279.9757956321485
620.0514714181845,362.78430980638433
622.18223248835,569.8511373865606
624.3129935585156,848.0009804592715
626.4437546286812,1078.6000362534846
628.5745156988468,1215.6798880846022
630.7052767690124,1246.3487297179026
632.836037839178,1194.3020298220788
634.9667989093435,1091.0216112713167
637.0975599795091,918.0853404414831
639.2283210496747,743.3187000617644
641.3590821198403,565.7471576045742
643.4898431900059,368.37141111232677
645.6206042601715,257.7691398940006
647.7513653303371,229.22771728271076
649.8821264005027,213.71647469573367
652.0128874706681,179.18040184131533
654.1436485408337,151.20640604419728
656.2744096109993,143.90194796502357
658.4051706811649,127.04775000902569
660.5359317513305,77.96323902897133
662.6666928214961,7.984846101458679
664.7974538916617,90.86788240199996
666.9282149618273,180.86893886448786
669.0589760319929,265.0158832375887
671.1897371021585,338.43462785320094
673.320498172324,358.9108492418867
675.4512592424896,335.73558222719413
677.5820203126552,329.50982624377275
679.7127813828208,349.81728379828104
681.8435424529864,337.6672901159437
683.9743035231519,354.9907442271492
686.1050645933175,467.1032998029469
688.2358256634831,599.7774895284022
690.3665867336487,690.22136452877
692.4973478038143,702.9228496435646
694.6281088739798,631.3602615065597
696.7588699441454,546.428066027741
698.889631014311,500.27837428397953
701.0203920844766,477.9387279728654
703.1511531546422,445.21311355817875
705.2819142248078,355.9612598647217
707.4126752949734,232.6310838798212
709.543436365139,110.57007726837406
711.6741974353046,40.098298312299605
713.80495850547,60.09236405925509
715.9357195756356,67.97474879316293
718.0664806458012,103.32021050775322
720.1972417159668,149.38928098630151
722.3280027861324,181.04858142904862
724.458763856298,237.228577686804
726.5895249264636,331.2005702770858
728.7202859966292,457.2692759829526
730.8510470667948,577.3246961367812
732.9818081369604,703.9496172843179
735.112569207126,842.3914023210368
737.2433302772915,1007.759377683597
739.3740913474571,1147.939214576941
741.5048524176227,1252.5083630886024
743.6356134877882,1290.9691616430118
745.7663745579538,1250.0595784662753
747.8971356281194,1102.7265809921
750.027896698285,898.7284146413693
752.1586577684506,675.1482634741056
754.2894188386161,475.46625436379315
756.4201799087817,320.3797783539267
758.5509409789473,200.9094244898976
760.6817020491129,159.79559710333865
762.8124631192785,146.9102264221998
764.9432241894441,133.03186216634046
767.0739852596097,92.3144668651497
769.2047463297753,61.45111831420286
771.3355073999409,74.74021088276037
773.4662684701063,82.05223590830649
775.5970295402719,55.26546091352283
777.7277906104375,87.27758127068769
779.8585516806031,176.0156206761353
781.9893127507687,272.4316181088539
784.1200738209343,318.2963960685855
786.2508348910999,369.3541808637364
788.3815959612655,387.5426875539537
790.5123570314311,410.24851701313213
792.6431181015967,385.7014725393167
794.7738791717622,387.8507566507134
796.9046402419278,365.61823948510767
799.0354013120934,325.72551494839695
801.166162382259,248.49664173037613
803.2969234524245,163.0506738947405
805.4276845225901,86.60889765774884
807.5584455927557,46.023956625912625
809.6892066629213,40.05876564549069
811.8199677330869,59.66814007773019
813.9507288032524,81.07448194140599
816.081489873418,101.10944918100529
818.2122509435836,123.44772052300347
820.3430120137492,168.261610634021
822.4737730839148,211.22678909194855
824.6045341540804,261.26303384965377
826.735295224246,313.1131891868818
828.8660562944116,372.9203140947924
830.9968173645772,422.3629930518345
833.1275784347428,469.89833136168227
835.2583395049082,502.76649606465776
837.3891005750738,543.1322746351301
839.5198616452394,580.4992802750262
841.650622715405,621.3459712029214
843.7813837855706,648.2169792330845
845.9121448557362,670.7726436285101
848.0429059259018,665.9177782942398
850.1736669960674,628.5889840212841
852.304428066233,557.921437424914
854.4351891363985,465.0714215684407
856.5659502065641,377.300665838565
858.6967112767297,273.6860370428689
860.8274723468953,207.43950186611343
862.9582334170609,232.96855397678186
865.0889944872264,253.02184966600885
867.219755557392,254.7700940507575
869.3505166275576,233.4108431431598
871.4812776977232,194.16406865513784
873.6120387678887,159.86481323043
875.7427998380543,139.1101830497075
877.8735609082199,133.25901698746492
880.0043219783855,108.8934749211648
882.1350830485511,90.6141764178539
884.2658441187167,89.12319108077295
886.3966051888823,83.7934485121123
888.5273662590479,78.68576116115925
890.6581273292135,70.36209358777471
892.7888883993791,90.21895508545127
894.9196494695445,131.3776553543674
897.0504105397101,181.2911710436663
899.1811716098757,203.75807236249162
901.3119326800413,213.08415292674644
903.4426937502069,194.93954133014273
905.5734548203725,155.6715199520289
907.7042158905381,134.32308304026407
909.8349769607037,150.339640456928
911.9657380308693,178.47305036961868
914.0964991010349,212.4423209478002
916.2272601712004,210.78303954369304
918.358021241366,190.6243339626208
