Timestamp_001	Field_001	Motor_position_001	Cernox_T_001	RuO2_T_001	S1_X_001	S1_Y_001	S2_X_001	S2_Y_001
1.769451520E-1	3.500042397E+1	-1.678005000E+3	1.713500000E+0	1.245200000E+0	8.420492522E-3	-1.624938916E-3	5.645859055E-3	-2.790681086E-2
2.368168320E-1	3.500042397E+1	-1.678005000E+3	1.713500000E+0	1.245200000E+0	8.421028964E-3	-1.626782119E-3	5.643713754E-3	-2.790300362E-2
2.817205550E-1	3.500041496E+1	-1.678005000E+3	1.713500000E+0	1.245200000E+0	8.420827798E-3	-1.625700272E-3	5.643179175E-3	-2.790219895E-2
3.285458050E-1	3.500041496E+1	-1.678005000E+3	1.713500000E+0	1.245200000E+0	8.424824104E-3	-1.619615825E-3	5.639531184E-3	-2.789747156E-2
4.215729260E-1	3.500043298E+1	-1.678005000E+3	1.713400000E+0	1.245200000E+0	8.426864632E-3	-1.615682850E-3	5.633552559E-3	-2.790012769E-2
4.659587490E-1	3.500042397E+1	-1.678005000E+3	1.713400000E+0	1.245200000E+0	8.430807851E-3	-1.613046159E-3	5.629727151E-3	-2.790378034E-2
5.247051120E-1	3.500041496E+1	-1.678005000E+3	1.713400000E+0	1.245100000E+0	8.428875357E-3	-1.605306286E-3	5.623470526E-3	-2.791360579E-2
6.251499390E-1	3.500041496E+1	-1.678005000E+3	1.713400000E+0	1.245100000E+0	8.428894915E-3	-1.608782914E-3	5.624954123E-3	-2.791495435E-2
6.671065390E-1	3.500040594E+1	-1.678005000E+3	1.713400000E+0	1.245100000E+0	8.421735838E-3	-1.607178361E-3	5.624629092E-3	-2.791904286E-2
7.225286780E-1	3.500041496E+1	-1.678005000E+3	1.713400000E+0	1.245000000E+0	8.417448960E-3	-1.608296996E-3	5.623690784E-3	-2.793067135E-2
8.219461880E-1	3.500041496E+1	-1.678005000E+3	1.713300000E+0	1.245000000E+0	8.412293159E-3	-1.608161023E-3	5.621619057E-3	-2.793472074E-2
8.640651370E-1	3.500041496E+1	-1.678005000E+3	1.713300000E+0	1.245000000E+0	8.410138078E-3	-1.607706537E-3	5.621394142E-3	-2.793651260E-2
9.246980300E-1	3.500042397E+1	-1.678005000E+3	1.713300000E+0	1.244900000E+0	8.407651447E-3	-1.606771606E-3	5.619685631E-3	-2.794051170E-2
1.028942143E+0	3.500042397E+1	-1.678005000E+3	1.713200000E+0	1.244900000E+0	8.410830982E-3	-1.604725374E-3	5.615120754E-3	-2.794327401E-2
1.069862725E+0	3.500042397E+1	-1.678005000E+3	1.713200000E+0	1.244900000E+0	8.416268975E-3	-1.605786616E-3	5.611088127E-3	-2.794357575E-2
1.127892523E+0	3.500042397E+1	-1.678005000E+3	1.713200000E+0	1.244800000E+0	8.426719345E-3	-1.606115606E-3	5.615610629E-3	-2.793756686E-2
1.232097500E+0	3.500044200E+1	-1.678005000E+3	1.713100000E+0	1.244800000E+0	8.427781984E-3	-1.604944235E-3	5.621060263E-3	-2.793533914E-2
1.272783665E+0	3.500043298E+1	-1.678005000E+3	1.713100000E+0	1.244800000E+0	8.431630209E-3	-1.600637566E-3	5.629481748E-3	-2.793059126E-2
1.332938732E+0	3.500044200E+1	-1.678005000E+3	1.713100000E+0	1.244700000E+0	8.428462781E-3	-1.595705515E-3	5.640609190E-3	-2.792841010E-2
1.421684535E+0	3.500044200E+1	-1.678005000E+3	1.713100000E+0	1.244700000E+0	8.428170346E-3	-1.595284441E-3	5.641050171E-3	-2.792683616E-2
1.467856465E+0	3.500042397E+1	-1.678005000E+3	1.713100000E+0	1.244700000E+0	8.422731422E-3	-1.598290517E-3	5.638568196E-3	-2.792661451E-2
1.522026138E+0	3.500043298E+1	-1.678005000E+3	1.713100000E+0	1.244700000E+0	8.418299258E-3	-1.595399343E-3	5.639201030E-3	-2.792917192E-2
1.567301985E+0	3.500043298E+1	-1.678005000E+3	1.713100000E+0	1.244700000E+0	8.413949050E-3	-1.594044850E-3	5.634524394E-3	-2.793223225E-2
1.622828498E+0	3.500043298E+1	-1.678005000E+3	1.713000000E+0	1.244700000E+0	8.406660520E-3	-1.591607463E-3	5.631978624E-3	-2.793346904E-2
1.666282052E+0	3.500043298E+1	-1.678005000E+3	1.713000000E+0	1.244700000E+0	8.400518447E-3	-1.587757724E-3	5.629606079E-3	-2.793245576E-2
1.730691698E+0	3.500043298E+1	-1.678005000E+3	1.713000000E+0	1.244600000E+0	8.400694467E-3	-1.590400119E-3	5.620738026E-3	-2.792660892E-2
1.826144940E+0	3.500044200E+1	-1.678005000E+3	1.712900000E+0	1.244600000E+0	8.403471671E-3	-1.593386289E-3	5.621392280E-3	-2.792384289E-2
1.869537577E+0	3.500044200E+1	-1.678005000E+3	1.712900000E+0	1.244600000E+0	8.402912877E-3	-1.596910180E-3	5.624645390E-3	-2.792098001E-2
1.931184813E+0	3.500044200E+1	-1.678005000E+3	1.712900000E+0	1.244500000E+0	8.406531997E-3	-1.602395438E-3	5.627365317E-3	-2.791334130E-2
2.021986700E+0	3.500044200E+1	-1.678005000E+3	1.712800000E+0	1.244500000E+0	8.405606262E-3	-1.606868929E-3	5.629595369E-3	-2.790654637E-2
2.066764121E+0	3.500044200E+1	-1.678005000E+3	1.712800000E+0	1.244500000E+0	8.407270536E-3	-1.611659653E-3	5.631494801E-3	-2.790258825E-2
2.124040427E+0	3.500044200E+1	-1.678005000E+3	1.712800000E+0	1.244500000E+0	8.409612812E-3	-1.612501102E-3	5.631817970E-3	-2.790321223E-2
2.187833649E+0	3.500043298E+1	-1.678005000E+3	1.712700000E+0	1.244400000E+0	8.411562070E-3	-1.617924427E-3	5.631204694E-3	-2.790226601E-2
