1/B (1/T),Oscillatory MR (%)
0.030184123151222455,-4.10195670808651
0.030223667798749316,0.3535851792746391
0.030263212446276177,-4.772921729231317
0.030302757093803038,-17.01212889727583
0.0303423017413299,-15.493765654605058
0.03038184638885676,-8.729160464016672
0.03042139103638362,-26.428566400802353
0.030460935683910482,-35.50233557437667
0.030500480331437343,-28.748886249726112
0.030540024978964204,-29.969387343210528
0.030579569626491065,-42.13851824336597
0.030619114274017926,-40.25408017858859
0.030658658921544787,-20.401790004866175
0.030698203569071648,-3.234969236182502
0.03073774821659851,12.258462139029708
0.03077729286412537,23.067524544015065
0.03081683751165223,34.88761988213879
0.03085638215917909,28.44640629779822
0.030895926806705953,22.123180728207814
0.030935471454232814,27.101702705988156
0.030975016101759675,42.315458624834974
0.031014560749286536,53.32230240788235
0.031054105396813397,39.4652111052629
0.031093650044340258,24.381015622806014
0.03113319469186712,8.162316660219103
0.03117273933939398,-10.467241171369981
0.03121228398692084,-26.33846384150651
0.0312518286344477,-30.907495635814442
0.031291373281974566,-15.314375681653715
0.03133091792950142,5.840170681022803
0.03137046257702829,7.122261725070994
0.03141000722455514,4.338151543527939
0.03144955187208201,3.0230224472159244
0.031489096519608864,7.418602953987568
0.03152864116713573,4.214064279629352
0.031568185814662586,-2.1863384804442716
0.031607730462189454,7.982347387317248
0.03164727510971631,28.695400035240645
0.031686819757243176,23.468514972613452
0.03172636440477003,2.2854067607371182
0.0317659090522969,-1.0590600177516392
0.03180545369982375,21.87307407506318
0.03184499834735062,20.279079028454785
0.031884542994877474,4.316231078487667
0.03192408764240434,-6.899278917853171
0.031963632289931196,-1.8528890393935602
0.032003176937458064,0.959257052836364
0.03204272158498492,-2.941527698873365
0.032082266232511786,5.874267036252918
0.03212181088003864,15.319479757337467
0.03216135552756551,20.035242833987656
0.03220090017509236,5.697508546902881
0.03224044482261923,-3.4667691529028746
0.032279989470146084,3.6150172496378836
0.03231953411767295,5.811988354560383
0.032359078765199806,5.886031375543139
0.032398623412726674,2.666498621108336
0.03243816806025353,-4.08011547310632
0.032477712707780396,1.1625689937546209
0.03251725735530725,-5.616854026751555
0.03255680200283412,-11.334158653514551
0.03259634665036097,-1.6365994327329139
0.03263589129788784,3.5850691913385577
0.032675435945414694,-2.8323819804792403
0.03271498059294156,-7.7527783944762785
