Frequency (T),Intensities (arb. units)
0.0,70.38931622111963
2.1307610701655824,68.24087168063036
4.261522140331165,61.875209438943344
6.392283210496747,56.92288322037081
8.52304428066233,42.47309399996211
10.653805350827913,26.0709215674115
12.784566420993494,64.58113608259988
14.915327491159076,14.522377907792329
17.04608856132466,136.8575227849053
19.176849631490242,64.51447676214275
21.307610701655825,35.77001537363921
23.438371771821405,180.6661496365965
25.56913284198699,68.5039112836208
27.69989391215257,164.27510943167192
29.83065498231815,483.4517768494622
31.961416052483735,581.5272844001435
34.09217712264932,868.7746118686096
36.2229381928149,368.8730055243968
38.353699262980484,276.28208177650475
40.48446033314607,874.363910504828
42.61522140331165,984.7588988044799
44.74598247347723,1117.2546139354413
46.87674354364281,872.8951815424339
49.00750461380839,1420.1318069576537
51.13826568397398,1133.8592931609553
53.26902675413956,984.7008242489567
55.39978782430514,905.8309824948981
57.530548894470726,925.4354715728523
59.6613099646363,1451.1101836588757
61.792071034801886,1501.6595906939422
63.92283210496747,333.3521193615676
66.05359317513306,826.5106415256691
68.18435424529864,1183.8572012950472
70.31511531546421,1031.528354458683
72.4458763856298,1374.0010059851913
74.57663745579538,1003.9456557741046
76.70739852596097,890.5245132309176
78.83815959612654,300.93507955829836
80.96892066629214,1123.5414647216746
83.09968173645771,1162.2323551116974
85.2304428066233,935.9983796488217
87.36120387678888,343.25223647801084
89.49196494695445,257.70532112836247
91.62272601712004,1084.9697475671044
93.75348708728562,1223.4424064755679
95.88424815745121,952.7328485010656
98.01500922761679,1763.3670633468607
100.14577029778238,1452.515093546167
102.27653136794795,2477.926629589946
104.40729243811353,2488.110656127518
106.53805350827912,2031.105755339481
108.6688145784447,2593.5626905796316
110.79957564861029,1728.916119290273
112.93033671877586,2391.975132534482
115.06109778894145,1101.8013620068652
117.19185885910703,1652.4818675225497
119.3226199292726,985.2894823605351
121.4533809994382,1233.3557513943065
123.58414206960377,1163.665878107999
125.71490313976936,558.2447256888798
127.84566420993494,580.378680369783
129.97642528010053,323.18467008142056
132.10718635026612,836.2688049574082
134.23794742043168,756.050671288551
136.36870849059727,1068.2342922835112
138.49946956076286,1329.9402231483016
140.63023063092842,99.84771750824504
142.760991701094,699.1555367081988
144.8917527712596,851.965208529087
147.0225138414252,1263.3506548218904
149.15327491159076,1248.4536314419197
151.28403598175635,1158.39113644337
153.41479705192194,897.8466165652362
155.5455581220875,754.1566013353786
157.6763191922531,654.877720663007
159.80708026241868,610.4816549918254
161.93784133258427,363.5843315577869
164.06860240274983,699.0784666456983
166.19936347291542,579.1015333545445
168.330124543081,582.9992434274126
170.4608856132466,306.36058085351726
172.59164668341216,1105.7122978545299
174.72240775357776,780.1125270928904
176.85316882374335,1020.9028901739679
178.9839298939089,871.4662847677184
181.1146909640745,509.17246912103855
183.2454520342401,859.0581673078716
185.37621310440568,695.9749889106598
187.50697417457124,626.0092162564571
189.63773524473683,359.5007061059298
191.76849631490242,402.22262301748117
193.89925738506798,609.0423446024541
196.03001845523357,776.2442842356501
198.16077952539916,1316.280445261807
200.29154059556475,1226.2581806528258
202.42230166573032,868.1048090182188
204.5530627358959,776.798307787631
206.6838238060615,662.0485652734727
208.81458487622706,595.1376126284558
210.94534594639265,779.5794286611101
213.07610701655824,419.93473532468295
215.20686808672383,651.623125372643
217.3376291568894,694.7073480553132
219.46839022705498,524.0971018422591
221.59915129722057,903.4539375347288
223.72991236738613,713.2435922740254
225.86067343755172,549.3824396834231
227.99143450771732,561.9614818906938
230.1221955778829,759.1843791576486
232.25295664804847,646.3259651664437
234.38371771821406,528.9692769280371
236.51447878837965,150.06234295753643
238.6452398585452,56.796938055529104
240.7760009287108,354.8424342510411
242.9067619988764,503.40597870988097
245.03752306904198,566.4226817285987
247.16828413920754,164.11093595174341
249.29904520937313,419.6751784070517
251.42980627953872,400.57876722592687
253.5605673497043,341.76994566126393
255.69132841986988,419.58451889496683
257.82208949003547,490.8386410310287
259.95285056020106,365.9928712327827
262.08361163036665,442.42719001408057
264.21437270053224,504.94164944994117
266.34513377069777,326.33688321256767
268.47589484086336,528.496122887049
270.60665591102895,234.66417647890137
272.73741698119454,526.1116302635436
274.86817805136013,605.7334051408741
276.9989391215257,418.4019597161431
279.1297001916913,574.9147703063994
281.26046126185685,390.81627678004867
283.39122233202244,520.457622624681
285.521983402188,96.39353453328049
287.6527444723536,402.3337916456088
289.7835055425192,374.8186739743518
291.9142666126848,530.8509501016376
294.0450276828504,617.0832753659992
296.1757887530159,848.4848187727057
298.3065498231815,526.5175826062595
300.4373108933471,854.8292521586934
302.5680719635127,96.67151922769663
304.6988330336783,606.908589177953
306.8295941038439,532.3255400330298
308.96035517400946,509.9639957759672
311.091116244175,590.229005788912
313.2218773143406,362.9345072352249
315.3526383845062,751.9797917713544
317.48339945467177,842.8287624844346
319.61416052483736,893.7327619239134
321.74492159500295,779.9077034472186
323.87568266516854,531.0353182937619
326.0064437353341,946.1423719568435
328.13720480549966,1096.302571441973
330.26796587566525,2157.0403959506352
332.39872694583084,3588.2418419274236
334.52948801599644,4644.507389781104
336.660249086162,3506.572682888058
338.7910101563276,2141.749872532218
340.9217712264932,1756.813063896127
343.05253229665874,1301.0936599194765
345.18329336682433,1058.0977272529735
347.3140544369899,833.2436354931496
349.4448155071555,521.171861301156
351.5755765773211,241.37799710139356
353.7063376474867,254.17446285603967
355.8370987176523,300.498991383522
357.9678597878178,344.27973138985936
360.0986208579834,629.4131355929865
362.229381928149,389.21368306982833
364.3601429983146,322.2055190730694
366.4909040684802,191.2797159837654
368.62166513864577,480.6993555450149
370.75242620881136,69.57203088926863
372.8831872789769,120.60877747782725
375.0139483491425,213.68061361247928
377.14470941930807,149.81428750355838
379.27547048947366,60.942202853190366
381.40623155963925,288.98383295598626
383.53699262980484,497.0033940872208
385.66775369997043,522.8950942771796
387.79851477013597,482.63345276534756
389.92927584030156,378.37029798426255
392.06003691046715,155.21713729968127
394.19079798063274,206.78563266513018
396.3215590507983,190.67380692006182
398.4523201209639,249.66013091450523
400.5830811911295,241.5299988776798
402.71384226129504,327.9511015038038
404.84460333146063,353.7093507454146
406.9753644016262,391.70773597208154
409.1061254717918,97.59345354526131
411.2368865419574,28.578635109123713
413.367647612123,50.943389077266964
415.4984086822886,60.28975045153832
417.6291697524541,96.12214623334816
419.7599308226197,92.1639112179762
421.8906918927853,39.64570769068177
424.0214529629509,155.00366798518854
426.1522140331165,100.74114004878595
428.28297510328207,204.89548101755443
430.41373617344766,262.65192046894947
432.5444972436132,352.42048287057224
434.6752583137788,610.7400449378478
436.8060193839444,509.78810662169883
438.93678045410996,414.19974195153054
441.06754152427555,567.1727248838632
443.19830259444115,470.7060584335661
445.32906366460674,456.6135298871328
447.45982473477227,527.1377159928595
449.59058580493786,434.3406822847594
451.72134687510345,370.9555511860645
453.85210794526904,594.1073338421668
455.98286901543463,598.3762105492668
458.1136300856002,625.8161344269434
460.2443911557658,384.9365284099302
462.37515222593134,190.42375267061536
464.50591329609694,302.02956727826256
466.6366743662625,445.2449900924382
468.7674354364281,513.6032451893643
470.8981965065937,504.1408315510984
473.0289575767593,529.5730318553705
475.1597186469249,650.82449068303
477.2904797170904,828.942002000831
479.421240787256,1113.8503378938317
481.5520018574216,1438.7368800980473
483.6827629275872,1450.8703640990107
485.8135239977528,1014.4551730112702
487.9442850679184,646.005635971633
490.07504613808396,381.56967021096534
492.20580720824955,463.665285598388
494.3365682784151,387.4173015426696
496.4673293485807,538.1766127663805
498.59809041874627,531.7331486550987
500.72885148891186,509.2855740920932
502.85961255907745,358.0237652077952
504.99037362924304,353.19223110504976
507.1211346994086,313.7373555661466
509.25189576957416,290.0324299179131
511.38265683973975,340.73887718508854
513.5134179099053,294.2470723026577
515.6441789800709,159.18363482585008
517.7749400502365,231.61813394309044
519.9057011204021,317.67841567210735
522.0364621905677,334.71687755514654
524.1672232607333,344.6912227874536
526.2979843308989,358.76229680141887
528.4287454010645,379.4211572535032
530.55950647123,440.80457328189124
532.6902675413955,482.16755616740886
534.8210286115611,369.7430681919605
